pathway	pval	padj	log2err	ES	NES	size	leadingEdge	seurat_clusters
Fatty acid biosynthesis	1.23692284135002	0.492601901989205	0.321775918075361	-0.445175787388654	-1.48223991229187	10	ACACB,OXSM,MCAT,ACSL1,ACACA,ACSL6,FASN,ACSL4,ACSL3	c4
Oxidative phosphorylation	18.8463151873506	2.56423201267707e-18	1.14219120216838	0.646875402179929	2.80044574706631	103	NDUFV2,NDUFA11,ATP5MG,COX17,NDUFA13,NDUFS5,ATP5F1B,NDUFA3,NDUFB3,ATP5MF,NDUFB2,NDUFV1,ATP6V1G1,ATP6V0E1,ATP5F1D,UQCRH,ATP5PD,ATP5MC1,PPA1,NDUFB7,UQCRC2,NDUFB1,COX6B1,UQCRQ,ATP5PF,ATP5MC2,ATP5MC3,NDUFS7,COX7A2,NDUFB6,COX7A2L,NDUFB10,UQCR10,ATP6V0C,NDUFB4,NDUFA10,ATP6V1F,NDUFC1,ATP5PB,ATP5F1C,TCIRG1,COX7B,NDUFB11,SDHC,UQCRB,NDUFA4,NDUFB5,SDHA,ATP5ME,NDUFA1,COX7C,COX4I1,UQCR11,NDUFS6,NDUFS2,NDUFA12,UQCRFS1,COX5A,COX6C,NDUFA2,CYC1,ATP6V0B,NDUFC2,NDUFA6,COX6A1,NDUFS8,COX5B,SDHD,NDUFAB1,ATP5F1A,COX8A,UQCRC1,NDUFB9,NDUFA5,SDHB,ATP5F1E,NDUFA9,NDUFA8,PPA2,NDUFB8,ATP6V1B2,ATP6AP1,ATP6V1C1,ATP6V0E2,COX10,NDUFS4	c9
Fatty acid biosynthesis	1.1533228384786	0.42152992565621	0.287805130535564	-0.453296703296703	-1.53789360571076	8	OXSM,ACACA,MCAT,ACSL1,ACSL3,FASN,ACSL5,ACSL4	c9
Oxidative phosphorylation	14.8639398367019	2.46225296109152e-14	1.01754479730988	0.621780558235185	2.52138323765942	102	ATP5MC2,NDUFA4,UQCRB,PPA1,COX7A2L,ATP6V0C,COX5A,ATP5MC3,UQCRQ,ATP5F1C,ATP5MF,ATP5PD,COX6C,UQCR10,SDHD,COX8A,ATP5ME,NDUFA2,ATP6V1G1,NDUFA13,COX7C,NDUFA11,NDUFS2,NDUFB10,ATP5F1A,NDUFB2,COX6B1,NDUFAB1,NDUFS6,NDUFV2,ATP5PB,UQCRC1,NDUFA1,ATP5F1B,ATP6AP1,COX7B,NDUFC1,NDUFB3,NDUFA3,COX7A2,NDUFB11,SDHC,NDUFB9,NDUFB7,UQCRFS1,NDUFV1,NDUFB4,ATP6V1F,NDUFS8,COX17,ATP5F1D,COX5B,NDUFB6,CYC1,NDUFB5,NDUFS7,NDUFA12,ATP6V0D1,NDUFA5,SDHA,ATP5MG,NDUFB1,SDHB,COX4I1,ATP6V1E1,ATP6V0E1,NDUFS3,ATP6V0B,NDUFS5,UQCR11,NDUFA9,NDUFA8,NDUFA10,COX6A1,NDUFB8,NDUFA6,ATP6V0E2,TCIRG1,ATP5PF,UQCRH,ATP6V1D	c3
Fatty acid biosynthesis	0.407485326578268	0.986931818181818	0.176694268938498	-0.338579273861382	-1.02719074265784	7	ACSL6,FASN,ACACA,OXSM,ACSL3,ACSL4	c3
Oxidative phosphorylation	3.20711438963536	0.0124141104781844	0.477270815362862	0.367821809824632	1.82945969782355	102	NDUFV2,NDUFB2,NDUFA3,NDUFV1,COX7B,UQCRH,ATP5PF,NDUFB3,NDUFA11,NDUFS6,ATP6V1D,UQCRC2,ATP5PD,NDUFAB1,ATP5F1A,NDUFA2,NDUFB4,NDUFC1,ATP6V1E1,ATP5ME,SDHA,PPA1,NDUFA8,UQCRFS1,TCIRG1,NDUFS8,NDUFS5,ATP6V0D1,SDHC,NDUFA6,SDHD,ATP5F1D,PPA2,CYC1,COX6B1,ATP5PO,NDUFS7,UQCR10,NDUFA1,NDUFA13,ATP6V0B,NDUFA7,ATP5MC3,COX6A1,SDHB,NDUFC2,NDUFS3,COX5A,NDUFB5,NDUFA9,ATP6AP1,ATP5MC1,COX17,ATP6V1G1,ATP5MF,COX11,LHPP,NDUFA10,NDUFB7,NDUFS2,NDUFB6	c11
Fatty acid biosynthesis	0.583961769235166	0.868794326241135	0.20207170902116	-0.339506172839506	-1.14339285521279	8	FASN,ACSL1,ACACA,MCAT,ACSL4,OXSM,ACSL5,ACSL3	c11
Oxidative phosphorylation	5.35582919917212	8.8145632102807e-05	0.610526878385931	0.421727922857791	2.17108269291375	102	NDUFB3,ATP5MC1,UQCRC2,UQCRQ,ATP5MC2,ATP6V1F,ATP5ME,ATP5PB,NDUFA6,NDUFAB1,NDUFA12,NDUFB2,NDUFC2,NDUFB7,COX8A,COX5A,SDHC,NDUFS7,ATP5F1D,NDUFB11,UQCR10,NDUFC1,SDHB,PPA1,NDUFA3,ATP5MG,ATP6V0E2,NDUFV2,ATP5F1A,NDUFB4,COX7A2L,NDUFB10,ATP5MC3,NDUFV1,NDUFB6,CYC1,COX7B,COX7C,ATP5PO,UQCRB,NDUFS6,NDUFA2,NDUFA8,ATP6V1C1,UQCRFS1,PPA2,NDUFS4,NDUFB9,NDUFB1,ATP5PD,COX6A1,ATP5F1B,NDUFA4,NDUFA5,ATP5PF,NDUFV3,ATP6AP1,ATP6V0B,ATP5F1C,ATP6V0D1,NDUFA13,COX5B,UQCRC1,COX11,NDUFA9,NDUFA10,LHPP,ATP6V0C,SDHA,NDUFA1,TCIRG1,NDUFA7,ATP5MF,NDUFS3	c10
Fatty acid biosynthesis	2.57690673446175	0.0176604597997078	0.431707695803346	-0.579250720461095	-2.11627984219925	9	ACSL1,ACACB,FASN,ACACA,ACSL3,MCAT,OXSM,ACSL5,ACSL4	c10
Oxidative phosphorylation	14.2576011858236	1.049910828954e-13	0.996986217533181	0.59957587365714	2.54543885482503	103	COX7C,ATP5F1A,UQCR10,ATP6V0C,UQCRH,ATP6V1F,ATP5MF,ATP5PB,ATP5MC1,NDUFA4,UQCRB,NDUFA3,NDUFB11,UQCR11,NDUFA1,NDUFV2,ATP5F1C,COX6B1,NDUFS7,ATP5MG,NDUFA2,NDUFS8,COX6C,UQCRQ,NDUFB3,ATP6V1G1,NDUFC1,ATP6V0E1,NDUFB10,ATP5PD,NDUFA6,COX4I1,COX17,NDUFB1,ATP5F1D,UQCRFS1,NDUFA12,NDUFV1,SDHA,ATP6AP1,ATP5MC2,ATP5ME,NDUFA13,NDUFA5,UQCRC1,ATP6V0B,COX6A1,NDUFB4,COX8A,NDUFB7,NDUFB9,ATP5F1E,ATP5F1B,NDUFS5,COX5B,COX7A2L,NDUFA11,PPA1,SDHD,COX7B,UQCRC2,COX7A2,ATP6V0A2,NDUFB5,TCIRG1,ATP5PF,NDUFS6,CYC1,NDUFC2	c8
Fatty acid biosynthesis	1.28261023991675	0.247789768370778	0.321775918075361	-0.443835616438356	-1.53470698101766	9	OXSM,ACACA,MCAT,ACSL1,FASN,ACSL6,ACSL4,ACSL5,ACSL3	c8
