Gene	p_val	p_val_adj
LOC101927178	0.887596181624896	0.977705155775064
INSM2	0.971309584235482	0.977705155775064
LOC101927199	0.971309584235482	0.977705155775064
MBIP	0.784913682626746	0.977705155775064
SFTA3	0.943829883160593	0.977705155775064
NKX2-1	0.892636033705839	0.977705155775064
LOC101927291	0.971309584235482	0.977705155775064
SLC25A21-AS1	0.971309584235482	0.977705155775064
MIPOL1	0.917468566467829	0.977705155775064
FOXA1	0.835849140439569	0.977705155775064
SSTR1	0.971309584235482	0.977705155775064
LINC00639	0.971309584235482	0.977705155775064
GEMIN2	0.786286715777681	0.977705155775064
MIA2	0.892908368197912	0.977705155775064
LOC101927351	0.971309584235482	0.977705155775064
LOC101927418	0.905011714053418	0.977705155775064
LINC00648	0.971309584235482	0.977705155775064
RPS29	0.836729536045328	0.977705155775064
DNAAF2	0.908873263295307	0.977705155775064
LOC100506446	0.951495275453707	0.977705155775064
LINC00640	0.75538343975277	0.977705155775064
ERO1L	0.864149484857607	0.977705155775064
LOC102723621	0.854534599208453	0.977705155775064
LOC729451	0.971309584235482	0.977705155775064
LINC00520	0.94350552122097	0.977705155775064
SLC35F4	0.947333307650946	0.977705155775064
C14orf37	0.823109740413507	0.977705155775064
TOMM20L	0.835359028879844	0.977705155775064
CCDC175	0.943847769493247	0.977705155775064
RTN1	0.866474004099099	0.977705155775064
LOC101927702	0.945526325098625	0.977705155775064
LOC101927729	0.945699047128349	0.977705155775064
SIX1	0.971309584235482	0.977705155775064
SIX4	0.947166426610208	0.977705155775064
SLC38A6	0.759752652820302	0.977705155775064
TMEM30B	0.923937269951247	0.977705155775064
LOC101927780	0.737832626016714	0.977705155775064
FLJ22447	0.781679589821987	0.977705155775064
SNAPC1	0.818812815706712	0.977705155775064
SYT16	0.971309584235482	0.977705155775064
LINC00643	0.813997710064941	0.977705155775064
RHOJ	0.901479697253154	0.977705155775064
CHURC1-FNTB	0.910615929681863	0.977705155775064
LINC00238	0.943447447463414	0.977705155775064
LOC101927899	0.971309584235482	0.977705155775064
PLEKHH1	0.765060086084357	0.977705155775064
LOC102723884	0.87803594922036	0.977705155775064
RDH12	0.971309584235482	0.977705155775064
LOC102723923	0.945950586724038	0.977705155775064
ACTN1-AS1	0.971309584235482	0.977705155775064
PLEKHD1	0.916432411170269	0.977705155775064
SLC10A1	0.853464918882354	0.977705155775064
SMOC1	0.971309584235482	0.977705155775064
SLC8A3	0.958276049256932	0.977705155775064
ADAM20P1	0.741835866141011	0.977705155775064
ADAM20	0.784721065554063	0.977705155775064
LOC101928075	0.802124135400261	0.977705155775064
LOC101930388	0.925092128703449	0.977705155775064
HEATR4	0.866442627731472	0.977705155775064
ACOT1	0.876474540802042	0.977705155775064
LOC101928352	0.971309584235482	0.977705155775064
FCF1	0.881468490330601	0.977705155775064
LOC101928377	0.945004071543752	0.977705155775064
IFT43	0.763787903118046	0.977705155775064
ANGEL1	0.73669294585383	0.977705155775064
LOC283575	0.803440078417125	0.977705155775064
LOC102724190	0.909231597658695	0.977705155775064
ZDHHC22	0.971309584235482	0.977705155775064
POMT2	0.938922340858238	0.977705155775064
NOXRED1	0.766360567026666	0.977705155775064
ISM2	0.971309584235482	0.977705155775064
ADCK1	0.867995709122525	0.977705155775064
NRXN3	0.943482928164109	0.977705155775064
DIO2	0.971309584235482	0.977705155775064
LOC101928462	0.896033662439441	0.977705155775064
LOC101928504	0.966826876170003	0.977705155775064
LOC101928599	0.971309584235482	0.977705155775064
LOC102724380	0.971309584235482	0.977705155775064
LOC101928791	0.80649151474588	0.977705155775064
PTPN21	0.971309584235482	0.977705155775064
LOC102724423	0.822831436433146	0.977705155775064
FOXN3-AS2	0.945882621361026	0.977705155775064
KCNK13	0.971309584235482	0.977705155775064
LOC101928909	0.971309584235482	0.977705155775064
ITPK1-AS1	0.814362455962496	0.977705155775064
UNC79	0.926491140292378	0.977705155775064
COX8C	0.943483006519964	0.977705155775064
PRIMA1	0.930624291619921	0.977705155775064
LINC00521	0.945356696281131	0.977705155775064
OTUB2	0.957730802762379	0.977705155775064
SERPINA9	0.971309584235482	0.977705155775064
SNHG10	0.913833591587192	0.977705155775064
TCL1B	0.917416742193555	0.977705155775064
BDKRB2	0.943703570001882	0.977705155775064
LOC730202	0.863916695266747	0.977705155775064
LOC102724667	0.738096569408936	0.977705155775064
LINC00618	0.741801599687819	0.977705155775064
CYP46A1	0.873699911319381	0.977705155775064
EML1	0.843199917091584	0.977705155775064
MIR342	0.971309584235482	0.977705155775064
MEG3	0.945884512849487	0.977705155775064
SNHG23	0.971309584235482	0.977705155775064
SNHG24	0.971309584235482	0.977705155775064
LOC101929422	0.89736961151403	0.977705155775064
LOC102723726	0.918857439607516	0.977705155775064
LINC00605	0.971309584235482	0.977705155775064
SNORA28	0.917478055756101	0.977705155775064
LINC00637	0.949685906276642	0.977705155775064
TDRD9	0.945460499073246	0.977705155775064
KIF26A	0.822615507720583	0.977705155775064
LOC101929634	0.971309584235482	0.977705155775064
LOC100996805	0.896264907355947	0.977705155775064
LOC102723328	0.906393107640238	0.977705155775064
AHNAK2	0.943478653657998	0.977705155775064
ROCK1P1	0.929138109679881	0.977705155775064
COLEC12	0.971309584235482	0.977705155775064
CLUL1	0.943777627053738	0.977705155775064
LOC101926997	0.815543749516128	0.977705155775064
LPIN2	0.82074453963883	0.977705155775064
LOC101927094	0.775165745449502	0.977705155775064
LOC102724716	0.971309584235482	0.977705155775064
DLGAP1-AS5	0.891272513988844	0.977705155775064
LINC00526	0.914466502285228	0.977705155775064
RAB12	0.872760892075629	0.977705155775064
MTCL1	0.744274124798426	0.977705155775064
LOC102724383	0.945266124234711	0.977705155775064
PPP4R1-AS1	0.830904850631536	0.977705155775064
RAB31	0.911385317772633	0.977705155775064
APCDD1	0.971309584235482	0.977705155775064
SLC35G4P	0.971309584235482	0.977705155775064
CHMP1B	0.814407227345116	0.977705155775064
ANKRD62	0.971309584235482	0.977705155775064
C18orf61	0.950405222584366	0.977705155775064
SPIRE1	0.837988166160666	0.977705155775064
LDLRAD4-AS1	0.847593863724682	0.977705155775064
MIR4526	0.971309584235482	0.977705155775064
MC2R	0.971309584235482	0.977705155775064
CXADRP3	0.971309584235482	0.977705155775064
ANKRD30B	0.943528440758802	0.977705155775064
LINC01443	0.971309584235482	0.977705155775064
LOC102724676	0.971309584235482	0.977705155775064
GREB1L	0.90370959835081	0.977705155775064
MIR133A1HG	0.943444412070979	0.977705155775064
LOC101927548	0.971309584235482	0.977705155775064
LAMA3	0.758219666133526	0.977705155775064
LOC100289533	0.893861877973742	0.977705155775064
IMPACT	0.902460625610322	0.977705155775064
ZNF521	0.921286848922865	0.977705155775064
PCAT18	0.971309584235482	0.977705155775064
AQP4	0.920888677162169	0.977705155775064
AQP4-AS1	0.73449418378593	0.977705155775064
CDH2	0.971309584235482	0.977705155775064
DSC2	0.878119862137211	0.977705155775064
DSG3	0.903907352336481	0.977705155775064
DSG2	0.971309584235482	0.977705155775064
DTNA	0.933109822184981	0.977705155775064
FHOD3	0.895451461702168	0.977705155775064
CELF4	0.894994044513732	0.977705155775064
LOC102724402	0.828881587795635	0.977705155775064
LINC00669	0.943832819422349	0.977705155775064
SYT4	0.971309584235482	0.977705155775064
SLC14A2-AS1	0.971309584235482	0.977705155775064
SIGLEC15	0.971309584235482	0.977705155775064
RNF165	0.739980279983017	0.977705155775064
LOXHD1	0.971309584235482	0.977705155775064
ZBTB7C	0.951347844421427	0.977705155775064
RPL17-C18orf32	0.744766771638782	0.977705155775064
SNORD58C	0.943477025109864	0.977705155775064
SNHG22	0.971309584235482	0.977705155775064
MRO	0.971309584235482	0.977705155775064
DCC	0.943508384189804	0.977705155775064
SNORA37	0.904889204424507	0.977705155775064
POLI	0.731931747433276	0.977705155775064
DYNAP	0.971309584235482	0.977705155775064
CCDC68	0.760091628008586	0.977705155775064
LINC-ROR	0.921821172836995	0.977705155775064
BOD1L2	0.971309584235482	0.977705155775064
GRP	0.971309584235482	0.977705155775064
RAX	0.971309584235482	0.977705155775064
RNF152	0.944740122835328	0.977705155775064
LOC102724806	0.946301553354148	0.977705155775064
SERPINB5	0.971309584235482	0.977705155775064
SERPINB3	0.971309584235482	0.977705155775064
SERPINB2	0.971309584235482	0.977705155775064
LOC643542	0.7347791617942	0.977705155775064
LOC101927430	0.971309584235482	0.977705155775064
TMX3	0.828720188578246	0.977705155775064
RNU6-39P	0.816913913302982	0.977705155775064
RTTN	0.923831286764294	0.977705155775064
LOC101060542	0.971309584235482	0.977705155775064
LOC400655	0.873501143489595	0.977705155775064
C18orf63	0.943906400332747	0.977705155775064
FAM69C	0.795419119145875	0.977705155775064
CNDP1	0.943502164128124	0.977705155775064
FLJ44313	0.916478493393119	0.977705155775064
ATP9B	0.736432242036783	0.977705155775064
LOC101927807	0.971309584235482	0.977705155775064
LOC101927779	0.971309584235482	0.977705155775064
LOC101927897	0.897630891363985	0.977705155775064
KCNG2	0.971309584235482	0.977705155775064
PQLC1	0.882522748179861	0.977705155775064
RBFA	0.735955611689137	0.977705155775064
RBFADN	0.971309584235482	0.977705155775064
PARD6G	0.759256573167668	0.977705155775064
FAM150B	0.881839659590764	0.977705155775064
LOC101927262	0.812332401851752	0.977705155775064
LOC102723730	0.971309584235482	0.977705155775064
MYT1L	0.852491315424007	0.977705155775064
RNASEH1-AS1	0.76549058542676	0.977705155775064
COLEC11	0.881760121381883	0.977705155775064
LINC01248	0.919329374567701	0.977705155775064
LINC01105	0.971309584235482	0.977705155775064
LINC00487	0.971309584235482	0.977705155775064
LOC101929452	0.971309584235482	0.977705155775064
LINC00298	0.916439571905939	0.977705155775064
ID2-AS1	0.969123366813773	0.977705155775064
ASAP2	0.944952623526182	0.977705155775064
LOC101929643	0.971309584235482	0.977705155775064
LOC101926982	0.920327106840193	0.977705155775064
LOC100996549	0.843943063960231	0.977705155775064
C2orf48	0.747822411239919	0.977705155775064
NOL10	0.859679537771242	0.977705155775064
KCNF1	0.971309584235482	0.977705155775064
MYCN	0.926785123233918	0.977705155775064
RAD51AP2	0.971309584235482	0.977705155775064
KCNS3	0.971309584235482	0.977705155775064
LOC102724898	0.77643383670658	0.977705155775064
NT5C1B	0.919530041698126	0.977705155775064
LINC01376	0.943744854487567	0.977705155775064
OSR1	0.971309584235482	0.977705155775064
LOC102724935	0.797858306893896	0.977705155775064
MATN3	0.943565892891994	0.977705155775064
GDF7	0.925315836653544	0.977705155775064
MFSD2B	0.849005840949848	0.977705155775064
FAM228A	0.778220148584969	0.977705155775064
LOC102725061	0.952631858479835	0.977705155775064
GPR113	0.752165069949797	0.977705155775064
DRC1	0.971309584235482	0.977705155775064
CIB4	0.971309584235482	0.977705155775064
DPYSL5	0.971309584235482	0.977705155775064
AGBL5-AS1	0.971309584235482	0.977705155775064
EMILIN1	0.738399241039722	0.977705155775064
UCN	0.794782637979727	0.977705155775064
GTF3C2-AS1	0.871607824208346	0.977705155775064
EIF2B4	0.9225916553147	0.977705155775064
KRTCAP3	0.8204137156773	0.977705155775064
LOC102724921	0.943441279201428	0.977705155775064
C2orf16	0.821049169536621	0.977705155775064
RBKS	0.824484405486234	0.977705155775064
LOC100505736	0.926927822509685	0.977705155775064
LOC100505716	0.842174476763297	0.977705155775064
WDR43	0.870572898840172	0.977705155775064
SNORD53	0.971309584235482	0.977705155775064
LOC285043	0.917528115619248	0.977705155775064
GALNT14	0.971309584235482	0.977705155775064
XDH	0.944086284852014	0.977705155775064
LOC101929477	0.971309584235482	0.977705155775064
BIRC6-AS2	0.813150340009817	0.977705155775064
LINC00486	0.948231418310266	0.977705155775064
LINC00211	0.971309584235482	0.977705155775064
CYP1B1	0.818955030076386	0.977705155775064
CYP1B1-AS1	0.893815903673467	0.977705155775064
LOC101929667	0.971309584235482	0.977705155775064
C2orf91	0.971309584235482	0.977705155775064
PKDCC	0.971309584235482	0.977705155775064
OXER1	0.858316124958058	0.977705155775064
LOC102723845	0.948822219147582	0.977705155775064
LOC102723854	0.943445388858796	0.977705155775064
LOC728819	0.971309584235482	0.977705155775064
LOC102723904	0.971309584235482	0.977705155775064
SLC3A1	0.734307420759904	0.977705155775064
SIX3-AS1	0.82623051540241	0.977705155775064
SIX3	0.808255347254103	0.977705155775064
LOC102724965	0.804092578443744	0.977705155775064
ATP6V1E2	0.882013481326009	0.977705155775064
LOC102725172	0.971309584235481	0.977705155775064
LOC100506142	0.809524095717939	0.977705155775064
SOCS5	0.752440368321705	0.977705155775064
MCFD2	0.967493457888996	0.977705155775064
TTC7A	0.801945329436095	0.977705155775064
STON1-GTF2A1L	0.971309584235482	0.977705155775064
STON1	0.959104807443803	0.977705155775064
GPR75-ASB3	0.950309963918855	0.977705155775064
TSPYL6	0.943515912352384	0.977705155775064
SPTBN1	0.731989357424796	0.977705155775064
EFEMP1	0.892508425977424	0.977705155775064
LOC100129434	0.759868209281936	0.977705155775064
LINC01185	0.971309584235482	0.977705155775064
SNORA70B	0.917032462655035	0.977705155775064
XPO1	0.89984958740256	0.977705155775064
FAM161A	0.885780727437635	0.977705155775064
DBIL5P2	0.971309584235482	0.977705155775064
LOC339807	0.830832936602812	0.977705155775064
LOC400958	0.945871343154669	0.977705155775064
LOC102724233	0.801285309052155	0.977705155775064
LOC102724243	0.861115139158439	0.977705155775064
LOC102724258	0.971309584235482	0.977705155775064
LOC100996770	0.971309584235482	0.977705155775064
LOC101927684	0.882231084017785	0.977705155775064
CNRIP1	0.926255250420852	0.977705155775064
PROKR1	0.971309584235482	0.977705155775064
GKN2	0.971309584235482	0.977705155775064
SNORA36C	0.871210535258981	0.977705155775064
ADD2	0.775473522470358	0.977705155775064
CD207	0.971309584235482	0.977705155775064
VAX2	0.971309584235482	0.977705155775064
ATP6V1B1	0.919926867425724	0.977705155775064
TEX261	0.889798547969476	0.977705155775064
ALMS1-IT1	0.808365589500579	0.977705155775064
ALMS1P	0.889680899456257	0.977705155775064
DGUOK-AS1	0.813105386072985	0.977705155775064
DCTN1-AS1	0.786785607960135	0.977705155775064
RTKN	0.73720104572206	0.977705155775064
INO80B	0.911454707319315	0.977705155775064
M1AP	0.95284735696417	0.977705155775064
LOC102724497	0.857946802044629	0.977705155775064
LINC01291	0.971309584235482	0.977705155775064
FUNDC2P2	0.730681165733178	0.977705155775064
LOC101928082	0.971309584235482	0.977705155775064
SH2D6	0.971309584235482	0.977705155775064
LOC90784	0.785159588940905	0.977705155775064
SNORD94	0.882765207381752	0.977705155775064
REEP1	0.917220297441839	0.977705155775064
LOC102723511	0.971309584235482	0.977705155775064
LOC101930107	0.828504659989149	0.977705155775064
FABP1	0.948179220712449	0.977705155775064
LOC101928347	0.947717550714798	0.977705155775064
THNSL2	0.908899240837781	0.977705155775064
LOC102724633	0.971309584235482	0.977705155775064
LOC101926969	0.891350590470018	0.977705155775064
GGT8P	0.836656635029492	0.977705155775064
ANKRD20A8P	0.814362885965039	0.977705155775064
TEKT4	0.865472205499417	0.977705155775064
ZNF2	0.789307338229774	0.977705155775064
PROM2	0.813129225236156	0.977705155775064
ASTL	0.843408486232881	0.977705155775064
CNNM4	0.776788009477104	0.977705155775064
CNNM3	0.871588986245464	0.977705155775064
ANKRD23	0.947175662736312	0.977705155775064
VWA3B	0.971309584235482	0.977705155775064
LOC101927110	0.891466050609041	0.977705155775064
CREG2	0.75601771439899	0.977705155775064
SLC9A4	0.971309584235482	0.977705155775064
SLC9A2	0.921109215592983	0.977705155775064
POU3F3	0.971309584235482	0.977705155775064
LOC101927492	0.78010377023282	0.977705155775064
LOC102724762	0.971309584235482	0.977705155775064
SULT1C2	0.971309584235482	0.977705155775064
SULT1C4	0.971309584235482	0.977705155775064
SH3RF3-AS1	0.819993798229514	0.977705155775064
LOC100506563	0.804543400126956	0.977705155775064
LIMS3	0.886540913589634	0.977705155775064
LIMS3-LOC440895	0.971309584235482	0.977705155775064
LINC01123	0.877420558069574	0.977705155775064
MALL	0.771880442161174	0.977705155775064
LOC100288570	0.971309584235482	0.977705155775064
LIMS3L	0.903106875093297	0.977705155775064
LOC102725516	0.920168792463818	0.977705155775064
LOC101927306	0.943442669729695	0.977705155775064
LOC101930508	0.917594724754841	0.977705155775064
TMEM87B	0.748951154446627	0.977705155775064
IL37	0.971309584235482	0.977705155775064
IL36G	0.971309584235482	0.977705155775064
IL36A	0.971309584235482	0.977705155775064
FOXD4L1	0.929450478034746	0.977705155775064
PGM5P4-AS1	0.9436239668945	0.977705155775064
LOC101929886	0.943741769687313	0.977705155775064
FAM138B	0.971309584235482	0.977705155775064
LOC100499194	0.971309584235482	0.977705155775064
LOC101929908	0.927987344171708	0.977705155775064
STEAP3	0.848890601059172	0.977705155775064
TMEM37	0.896981933495893	0.977705155775064
INHBB	0.971309584235482	0.977705155775064
LOC101927801	0.971309584235482	0.977705155775064
GYPC	0.867047798047262	0.977705155775064
MAP3K2	0.888835797008001	0.977705155775064
LOC100506922	0.835935552579898	0.977705155775064
MYO7B	0.806956530672067	0.977705155775064
LOC101928657	0.893255106077389	0.977705155775064
LOC101927881	0.949282068885676	0.977705155775064
MED15P9	0.971309584235482	0.977705155775064
LOC101930571	0.944135785745624	0.977705155775064
FAR2P3	0.971309584235482	0.977705155775064
AMER3	0.971309584235482	0.977705155775064
LOC440910	0.971309584235482	0.977705155775064
LOC401010	0.834245099433581	0.977705155775064
ZNF806	0.971309584235482	0.977705155775064
FAM201B	0.971309584235482	0.977705155775064
LYPD1	0.94361178714801	0.977705155775064
LCT	0.900618163042945	0.977705155775064
PABPC1P2	0.943464049887044	0.977705155775064
LOC101928553	0.869095888442953	0.977705155775064
LYPD6B	0.85781142285327	0.977705155775064
LOC101929336	0.815269921170249	0.977705155775064
CACNB4	0.921512750803991	0.977705155775064
GALNT13	0.971309584235482	0.977705155775064
LOC100144595	0.971309584235482	0.977705155775064
ERMN	0.811939029250069	0.977705155775064
UPP2	0.971309584235482	0.977705155775064
CCDC148	0.747610478950939	0.977705155775064
LOC100505984	0.79800547903149	0.977705155775064
TBR1	0.923745414639924	0.977705155775064
GRB14	0.971309584235482	0.977705155775064
LOC101929633	0.971309584235482	0.977705155775064
SLC38A11	0.971309584235482	0.977705155775064
SCN3A	0.927443812632185	0.977705155775064
LOC102724058	0.971309584235482	0.977705155775064
LOC101929680	0.943940978773391	0.977705155775064
SCN9A	0.944290611328797	0.977705155775064
XIRP2	0.971309584235482	0.977705155775064
NOSTRIN	0.9253155036945	0.977705155775064
ABCB11	0.971309584235482	0.977705155775064
DHRS9	0.934978903634989	0.977705155775064
LRP2	0.950779802060659	0.977705155775064
KLHL41	0.953309390631751	0.977705155775064
MYO3B	0.738379750729473	0.977705155775064
GAD1	0.865715194963339	0.977705155775064
DLX1	0.971309584235482	0.977705155775064
RAPGEF4	0.951125490120368	0.977705155775064
LOC102724157	0.894822711037917	0.977705155775064
HOXD4	0.971309584235482	0.977705155775064
HAGLR	0.744884614286857	0.977705155775064
PDE11A	0.947259372423884	0.977705155775064
OSBPL6	0.944948204540056	0.977705155775064
LOC102724244	0.971309584235482	0.977705155775064
LOC101927055	0.943442383927393	0.977705155775064
SCHLAP1	0.918796854635412	0.977705155775064
CERKL	0.932138418348226	0.977705155775064
NEUROD1	0.971309584235482	0.977705155775064
PPP1R1C	0.943991278618485	0.977705155775064
DUSP19	0.800775831118305	0.977705155775064
ZNF804A	0.917742187500143	0.977705155775064
FSIP2	0.890976859959561	0.977705155775064
FSIP2-AS1	0.971309584235482	0.977705155775064
LOC102724395	0.971309584235482	0.977705155775064
OSGEPL1	0.871451735045044	0.977705155775064
MSTN	0.971309584235482	0.977705155775064
SDPR	0.811251768540212	0.977705155775064
DNAH7	0.824176374501113	0.977705155775064
LOC101927454	0.906586814386318	0.977705155775064
CCDC150	0.791715457983067	0.977705155775064
LOC100130452	0.971309584235482	0.977705155775064
C2orf66	0.895283199268915	0.977705155775064
BOLL	0.971309584235482	0.977705155775064
LOC101927687	0.924274387053534	0.977705155775064
LOC101927741	0.943572860455222	0.977705155775064
AOX1	0.971309584235482	0.977705155775064
RNU6-31P	0.831826419586999	0.977705155775064
CLK1	0.967875152667046	0.977705155775064
ALS2CR11	0.971309584235482	0.977705155775064
CDK15	0.944358412308012	0.977705155775064
FZD7	0.954905145660365	0.977705155775064
LOC729224	0.971309584235482	0.977705155775064
SNORD70	0.971309584235482	0.977705155775064
SNORD11	0.971309584235482	0.977705155775064
GPR1-AS	0.94384810898012	0.977705155775064
MDH1B	0.837716846043845	0.977705155775064
MIR7845	0.729675985364756	0.977705155775064
LOC101927865	0.764432162384866	0.977705155775064
LOC102724675	0.971309584235482	0.977705155775064
LOC102724714	0.916881792864059	0.977705155775064
CRYGD	0.943625291049487	0.977705155775064
PTH2R	0.738039174534984	0.977705155775064
UNC80	0.971309584235482	0.977705155775064
KANSL1L	0.867322262367735	0.977705155775064
CPS1	0.858411923426209	0.977705155775064
ERBB4	0.971309584235482	0.977705155775064
VWC2L	0.971309584235482	0.977705155775064
LINC00607	0.971309584235482	0.977705155775064
MREG	0.898572712387683	0.977705155775064
TMEM169	0.741709929911464	0.977705155775064
PKI55	0.732787889648669	0.977705155775064
MARCH4	0.971309584235482	0.977705155775064
LOC101928156	0.825326484004989	0.977705155775064
LOC101928180	0.946767593305155	0.977705155775064
IGFBP2	0.872568242954058	0.977705155775064
IGFBP5	0.732369661045812	0.977705155775064
TNP1	0.917824685925655	0.977705155775064
TNS1	0.883801433228383	0.977705155775064
CXCR2P1	0.959743570183857	0.977705155775064
GPBAR1	0.776500922954611	0.977705155775064
CATIP	0.894186069431017	0.977705155775064
VIL1	0.944420544597623	0.977705155775064
USP37	0.777145499661458	0.977705155775064
PLCD4	0.916132407015882	0.977705155775064
STK36	0.935778305707617	0.977705155775064
LINC01494	0.971309584235482	0.977705155775064
CDK5R2	0.971309584235482	0.977705155775064
CCDC108	0.971309584235482	0.977705155775064
IHH	0.971309584235482	0.977705155775064
ABCB6	0.954099421436351	0.977705155775064
PTPRN	0.739853452375948	0.977705155775064
DES	0.971309584235482	0.977705155775064
ASIC4	0.971309584235482	0.977705155775064
OBSL1	0.777410814313084	0.977705155775064
SLC4A3	0.971309584235482	0.977705155775064
LOC729770	0.823914785589646	0.977705155775064
LOC440934	0.817200477509015	0.977705155775064
FARSB	0.825542797452203	0.977705155775064
SCG2	0.948420832839322	0.977705155775064
IRS1	0.730668121074014	0.977705155775064
COL4A4	0.920814817203821	0.977705155775064
PID1	0.818920483769278	0.977705155775064
LOC101928789	0.850250851670711	0.977705155775064
LOC101928816	0.833689999995179	0.977705155775064
LOC151475	0.971309584235482	0.977705155775064
SPATA3-AS1	0.869262474757229	0.977705155775064
SPATA3	0.918601171623248	0.977705155775064
HTR2B	0.867255212325395	0.977705155775064
ALPP	0.89311174122606	0.977705155775064
TIGD1	0.736380952074787	0.977705155775064
KCNJ13	0.772834273277287	0.977705155775064
NGEF	0.971309584235482	0.977705155775064
SCARNA6	0.807925186459804	0.977705155775064
SAG	0.883142025143238	0.977705155775064
MSL3P1	0.864100752361661	0.977705155775064
SPP2	0.971309584235482	0.977705155775064
SH3BP4	0.920275864226982	0.977705155775064
MLPH	0.853187933773396	0.977705155775064
RAB17	0.971309584235482	0.977705155775064
ESPNL	0.955293609238739	0.977705155775064
FAM132B	0.944168626873794	0.977705155775064
LOC102725197	0.8339407176491	0.977705155775064
LOC101928111	0.875264679172318	0.977705155775064
GPC1	0.776275098647168	0.977705155775064
DUSP28	0.781359978152572	0.977705155775064
CAPN10-AS1	0.892251372571436	0.977705155775064
LOC285191	0.971309584235482	0.977705155775064
KIF1A	0.971309584235482	0.977705155775064
C2orf54	0.971309584235482	0.977705155775064
LOC200772	0.943625013574376	0.977705155775064
LOC101930137	0.94869952083997	0.977705155775064
BOK-AS1	0.971309584235482	0.977705155775064
LOC102724396	0.932224685085142	0.977705155775064
LOC101927206	0.855213011342561	0.977705155775064
ZNF732	0.749083459835562	0.977705155775064
LOC102725200	0.785301718886413	0.977705155775064
MFSD7	0.8716367145208	0.977705155775064
FGFRL1	0.900440134346721	0.977705155775064
CTBP1-AS	0.847691208083475	0.977705155775064
LOC101928621	0.742717387139706	0.977705155775064
CRIPAK	0.779021743142839	0.977705155775064
FAM53A	0.918960996962342	0.977705155775064
FGFR3	0.971309584235482	0.977705155775064
LETM1	0.743909398984122	0.977705155775064
WHSC1	0.790808462676908	0.977705155775064
NAT8L	0.943511441788325	0.977705155775064
NOP14-AS1	0.831683611713262	0.977705155775064
HTT-AS	0.971309584235482	0.977705155775064
LOC102723827	0.971309584235482	0.977705155775064
LOC101928237	0.944789487202073	0.977705155775064
MSX1	0.882094668685647	0.977705155775064
LOC101928306	0.971309584235482	0.977705155775064
CYTL1	0.919703577003304	0.977705155775064
STK32B	0.892180933796796	0.977705155775064
C4orf50	0.963234752633718	0.977705155775064
SORCS2	0.786095592658197	0.977705155775064
ABLIM2	0.947824148639551	0.977705155775064
GPR78	0.971309584235482	0.977705155775064
FAM86KP	0.886422763172147	0.977705155775064
LOC101928910	0.917638954272534	0.977705155775064
LOC102723496	0.819044436283701	0.977705155775064
SLC2A9	0.791446921096588	0.977705155775064
NKX3-2	0.971309584235482	0.977705155775064
MIR5091	0.944159079392478	0.977705155775064
LINC01182	0.971309584235482	0.977705155775064
CPEB2-AS1	0.808064604274167	0.977705155775064
PROM1	0.927477221638295	0.977705155775064
PACRGL	0.955045581693512	0.977705155775064
KCNIP4	0.834091125311363	0.977705155775064
GPR125	0.891688291086185	0.977705155775064
SOD3	0.920242480603622	0.977705155775064
CCDC149	0.971309584235482	0.977705155775064
LGI2	0.971309584235482	0.977705155775064
PI4K2B	0.761023036680052	0.977705155775064
SLC34A2	0.733115768970171	0.977705155775064
LOC102723744	0.791069880168857	0.977705155775064
LOC101929199	0.971309584235482	0.977705155775064
LOC101928667	0.759656154357998	0.977705155775064
LOC439933	0.929009111968361	0.977705155775064
FAM114A1	0.771175340817409	0.977705155775064
WDR19	0.912857155875098	0.977705155775064
KLB	0.774594313761136	0.977705155775064
LOC101928798	0.943459988453927	0.977705155775064
LOC101930098	0.944875837408537	0.977705155775064
CHRNA9	0.971309584235482	0.977705155775064
LIMCH1	0.87161374891304	0.977705155775064
PHOX2B	0.971309584235482	0.977705155775064
DCAF4L1	0.767531793965571	0.977705155775064
LOC100506827	0.971309584235482	0.977705155775064
YIPF7	0.944075109550682	0.977705155775064
CNGA1	0.871541929121313	0.977705155775064
NIPAL1	0.853789521283926	0.977705155775064
LOC101927209	0.971309584235482	0.977705155775064
LRRC66	0.899866789433121	0.977705155775064
SPATA18	0.843058647147278	0.977705155775064
SNORA26	0.879809836142756	0.977705155775064
LOC101928658	0.946503306885996	0.977705155775064
PDGFRA	0.971309584235482	0.977705155775064
SRD5A3-AS1	0.954619472714834	0.977705155775064
PDCL2	0.944236648520241	0.977705155775064
KIAA1211	0.971309584235482	0.977705155775064
LOC102724537	0.765174303606449	0.977705155775064
ARL9	0.803659890679032	0.977705155775064
LOC101928815	0.843768394526938	0.977705155775064
LOC101927237	0.756326288776092	0.977705155775064
GNRHR	0.971309584235482	0.977705155775064
LOC102724780	0.895226556596561	0.977705155775064
TMPRSS11D	0.971309584235482	0.977705155775064
TMPRSS11A	0.971309584235482	0.977705155775064
TMPRSS11B	0.971309584235482	0.977705155775064
UGT2B17	0.971309584235482	0.977705155775064
ODAM	0.971309584235482	0.977705155775064
FDCSP	0.917311738186294	0.977705155775064
ENAM	0.971309584235482	0.977705155775064
LOC101927297	0.771448933671147	0.977705155775064
RUFY3	0.922328219743677	0.977705155775064
MOB1B	0.829620843593369	0.977705155775064
LOC102724821	0.971309584235482	0.977705155775064
NPFFR2	0.971309584235482	0.977705155775064
ADAMTS3	0.777152054569869	0.977705155775064
