TCR_Cluster	n	Sample
S_11652	1	LT1
S_11653	1	LT1
S_11654	1	LT1
S_11655	1	LT1
S_11656	1	LT1
S_11657	1	LT1
S_11658	1	LT1
S_11659	1	LT1
S_11660	1	LT1
S_11661	1	LT1
S_11662	1	LT1
S_11663	1	LT1
S_11664	1	LT1
S_11665	1	LT1
S_11666	1	LT1
S_11667	1	LT1
S_11668	1	LT1
S_11669	1	LT1
S_11670	1	LT1
S_11671	1	LT1
S_11672	1	LT1
S_11673	1	LT1
S_11674	1	LT1
S_11675	1	LT1
S_11676	1	LT1
S_11677	1	LT1
S_11678	1	LT1
S_11679	1	LT1
S_11680	1	LT1
S_11681	1	LT1
S_11682	1	LT1
S_11683	1	LT1
S_11684	1	LT1
S_11685	1	LT1
S_11686	1	LT1
S_11687	1	LT1
S_11688	1	LT1
S_11689	1	LT1
S_11690	1	LT1
S_11691	1	LT1
S_11692	1	LT1
S_11693	1	LT1
S_11694	1	LT1
S_11695	1	LT1
S_11696	1	LT1
S_11697	1	LT1
S_11698	1	LT1
S_11699	1	LT1
S_11700	1	LT1
S_11701	1	LT1
S_11702	1	LT1
S_11703	1	LT1
S_11704	1	LT1
S_11705	1	LT1
S_11706	1	LT1
S_11707	1	LT1
S_11708	1	LT1
S_11709	1	LT1
S_11710	1	LT1
S_11711	1	LT1
S_11712	1	LT1
S_11713	1	LT1
S_11714	1	LT1
S_11715	1	LT1
S_11716	1	LT1
S_11717	1	LT1
S_11718	1	LT1
S_11719	1	LT1
S_11720	1	LT1
S_11721	1	LT1
S_11722	1	LT1
S_11723	1	LT1
S_11724	1	LT1
S_11725	1	LT1
S_11726	1	LT1
S_11727	1	LT1
S_11728	1	LT1
S_11729	1	LT1
S_11730	1	LT1
S_11731	1	LT1
S_11732	1	LT1
S_11733	1	LT1
S_11734	1	LT1
S_11735	1	LT1
S_11736	1	LT1
S_11737	1	LT1
S_11738	1	LT1
S_11739	1	LT1
S_11740	1	LT1
S_11741	1	LT1
S_11742	1	LT1
S_11743	1	LT1
S_11744	1	LT1
S_11745	1	LT1
S_11746	1	LT1
S_11747	1	LT1
S_11748	1	LT1
S_11750	1	LT1
S_11751	1	LT1
S_11752	1	LT1
S_11753	1	LT1
S_11754	1	LT1
S_11755	1	LT1
S_11756	1	LT1
S_11757	1	LT1
S_11758	1	LT1
S_11759	1	LT1
S_11761	1	LT1
S_11762	1	LT1
S_11763	1	LT1
S_11764	1	LT1
S_11765	1	LT1
S_11766	1	LT1
S_11767	1	LT1
S_11768	1	LT1
S_11769	1	LT1
S_11770	1	LT1
S_11771	1	LT1
S_11772	1	LT1
S_11773	1	LT1
S_11774	1	LT1
S_11775	1	LT1
S_11776	1	LT1
S_11777	1	LT1
S_11778	1	LT1
S_11779	1	LT1
S_11780	1	LT1
S_11781	1	LT1
S_11782	1	LT1
S_11783	1	LT1
S_11784	1	LT1
S_11785	1	LT1
S_11786	1	LT1
S_11787	1	LT1
S_11788	1	LT1
S_11789	1	LT1
S_11790	1	LT1
S_11791	1	LT1
S_11792	1	LT1
S_11794	1	LT1
S_11795	1	LT1
S_11796	1	LT1
S_11797	1	LT1
S_11798	1	LT1
S_11799	1	LT1
S_11800	1	LT1
S_11801	1	LT1
S_11802	1	LT1
S_11803	1	LT1
S_11804	1	LT1
S_11805	1	LT1
S_11806	1	LT1
S_11807	1	LT1
S_11808	1	LT1
S_11809	1	LT1
S_11810	1	LT1
S_11811	1	LT1
S_11812	1	LT1
S_11813	1	LT1
S_11814	1	LT1
S_11815	1	LT1
S_11816	1	LT1
S_11817	1	LT1
S_11818	1	LT1
S_11819	1	LT1
S_11820	1	LT1
S_11821	1	LT1
S_11822	1	LT1
S_11823	1	LT1
S_11824	1	LT1
S_11825	1	LT1
S_11826	1	LT1
S_11827	1	LT1
S_11828	1	LT1
S_11829	1	LT1
S_11830	1	LT1
S_11831	1	LT1
S_11832	1	LT1
S_11833	1	LT1
S_11834	1	LT1
S_11835	1	LT1
S_11836	1	LT1
S_11837	1	LT1
S_11838	1	LT1
S_11839	1	LT1
S_11840	1	LT1
S_11841	1	LT1
S_11842	1	LT1
S_11843	1	LT1
S_11844	1	LT1
S_11845	1	LT1
S_11846	1	LT1
S_11847	1	LT1
S_11848	1	LT1
S_11849	1	LT1
S_11850	1	LT1
S_11851	1	LT1
S_11852	1	LT1
S_11853	1	LT1
S_11854	1	LT1
S_11855	1	LT1
S_11856	1	LT1
S_11857	1	LT1
S_11858	1	LT1
S_11859	1	LT1
S_11860	1	LT1
S_11861	1	LT1
S_11862	1	LT1
S_11863	1	LT1
S_11864	1	LT1
S_11865	1	LT1
S_11866	1	LT1
S_11867	1	LT1
S_11868	1	LT1
S_11869	1	LT1
S_11870	1	LT1
S_11871	1	LT1
S_11872	1	LT1
S_11873	1	LT1
S_11874	1	LT1
S_11875	1	LT1
S_11876	1	LT1
S_11877	1	LT1
S_11878	1	LT1
S_11879	1	LT1
S_11880	1	LT1
S_11881	1	LT1
S_11882	1	LT1
S_11883	1	LT1
S_11884	1	LT1
S_11885	1	LT1
S_11886	1	LT1
S_11887	1	LT1
S_11888	1	LT1
S_11889	1	LT1
S_11890	1	LT1
S_11891	1	LT1
S_11892	1	LT1
S_11893	1	LT1
S_11894	1	LT1
S_11895	1	LT1
S_11896	1	LT1
S_11897	1	LT1
S_11898	1	LT1
S_11899	1	LT1
S_11900	1	LT1
S_11901	1	LT1
S_11902	1	LT1
S_11903	1	LT1
S_11904	1	LT1
S_11905	1	LT1
S_11906	1	LT1
S_11907	1	LT1
S_11908	1	LT1
S_11909	1	LT1
S_11910	1	LT1
S_11911	1	LT1
S_11912	1	LT1
S_11913	1	LT1
S_11914	1	LT1
S_11915	1	LT1
S_11916	1	LT1
S_11917	1	LT1
S_11918	1	LT1
S_11919	1	LT1
S_11920	1	LT1
S_11921	1	LT1
S_11922	1	LT1
S_11923	1	LT1
S_11924	1	LT1
S_11925	1	LT1
S_11926	1	LT1
S_11927	1	LT1
S_11928	1	LT1
S_11929	1	LT1
S_11930	1	LT1
S_11931	1	LT1
S_11932	1	LT1
S_11933	1	LT1
S_11934	1	LT1
S_11935	1	LT1
S_11936	1	LT1
S_11937	1	LT1
S_11938	1	LT1
S_11940	1	LT1
S_11941	1	LT1
S_11942	1	LT1
S_11943	1	LT1
S_11944	1	LT1
S_11945	1	LT1
S_11946	1	LT1
S_11947	1	LT1
S_11948	1	LT1
S_11949	1	LT1
S_11950	1	LT1
S_11951	1	LT1
S_11952	1	LT1
S_11953	1	LT1
S_11954	1	LT1
S_11955	1	LT1
S_11956	1	LT1
S_11957	1	LT1
S_11958	1	LT1
S_11959	1	LT1
S_11960	1	LT1
S_11961	1	LT1
S_11962	1	LT1
S_11963	1	LT1
S_11964	1	LT1
S_11965	1	LT1
S_11966	1	LT1
S_11967	1	LT1
S_11968	1	LT1
S_11969	1	LT1
S_11970	1	LT1
S_11971	1	LT1
S_11972	1	LT1
S_11973	1	LT1
S_11974	1	LT1
S_11975	1	LT1
S_11976	1	LT1
S_11977	1	LT1
S_11978	1	LT1
S_11979	1	LT1
S_11980	1	LT1
S_11981	1	LT1
S_11982	1	LT1
S_11983	1	LT1
S_11984	1	LT1
S_11986	1	LT1
S_11987	1	LT1
S_11988	1	LT1
S_11989	1	LT1
S_11990	1	LT1
S_11991	1	LT1
S_11993	1	LT1
S_11994	1	LT1
S_11995	1	LT1
S_11996	1	LT1
S_11997	1	LT1
S_11998	1	LT1
S_12000	1	LT1
S_12001	1	LT1
S_12002	1	LT1
S_12004	1	LT1
S_12005	1	LT1
S_12006	1	LT1
S_12007	1	LT1
S_12008	1	LT1
S_12009	1	LT1
S_12010	1	LT1
S_12011	1	LT1
S_12012	1	LT1
S_12013	1	LT1
S_12014	1	LT1
S_12015	1	LT1
S_12016	1	LT1
S_12017	1	LT1
S_12018	1	LT1
S_12019	1	LT1
S_12020	1	LT1
S_12021	1	LT1
S_12022	1	LT1
S_12023	1	LT1
S_12024	1	LT1
S_12025	1	LT1
S_12026	1	LT1
S_12027	1	LT1
S_12028	1	LT1
S_12029	1	LT1
S_12030	1	LT1
S_12031	1	LT1
S_12032	1	LT1
S_12033	1	LT1
S_12034	1	LT1
S_12035	1	LT1
S_12036	1	LT1
S_12037	1	LT1
S_12038	1	LT1
S_12039	1	LT1
S_12040	1	LT1
S_12041	1	LT1
S_12043	1	LT1
S_12044	1	LT1
S_12045	1	LT1
S_12046	1	LT1
S_12047	1	LT1
S_12048	1	LT1
S_12049	1	LT1
S_12050	1	LT1
S_12051	1	LT1
S_12052	1	LT1
S_12053	1	LT1
S_12054	1	LT1
S_12055	1	LT1
S_12056	1	LT1
S_12057	1	LT1
S_12058	1	LT1
S_12059	1	LT1
S_12060	1	LT1
S_12061	1	LT1
S_12062	1	LT1
S_12063	1	LT1
S_12064	1	LT1
S_12067	1	LT1
S_12068	1	LT1
S_12069	1	LT1
S_12071	1	LT1
S_12076	1	LT1
S_12077	1	LT1
S_12079	1	LT1
S_12080	1	LT1
S_12082	1	LT1
S_12083	1	LT1
S_12084	1	LT1
S_12086	1	LT1
S_12087	1	LT1
S_12088	1	LT1
S_12089	1	LT1
S_12090	1	LT1
S_12091	1	LT1
S_12093	1	LT1
S_12094	1	LT1
S_12096	1	LT1
S_12097	1	LT1
S_12098	1	LT1
S_12099	1	LT1
S_12100	1	LT1
S_12101	1	LT1
S_12103	1	LT1
S_12104	1	LT1
S_12105	1	LT1
S_12106	1	LT1
S_12107	1	LT1
S_12108	1	LT1
S_12110	1	LT1
S_12111	1	LT1
S_12112	1	LT1
S_12113	1	LT1
S_12114	1	LT1
S_12115	1	LT1
S_12116	1	LT1
S_12117	1	LT1
S_12118	1	LT1
S_12120	1	LT1
S_12121	1	LT1
S_12122	1	LT1
S_12123	1	LT1
S_12124	1	LT1
S_12125	1	LT1
S_12126	1	LT1
S_12128	1	LT1
S_12129	1	LT1
S_12131	1	LT1
S_12132	1	LT1
S_12133	1	LT1
S_9634	1	LT1
S_9635	1	LT1
S_9636	1	LT1
S_9637	1	LT1
S_9638	1	LT1
S_9639	1	LT1
S_9640	1	LT1
S_9641	1	LT1
S_9642	1	LT1
S_9643	1	LT1
S_9644	1	LT1
S_9645	1	LT1
S_9646	1	LT1
S_9647	1	LT1
S_9648	1	LT1
S_9649	1	LT1
S_9650	1	LT1
S_9651	1	LT1
S_9652	1	LT1
S_9653	1	LT1
S_9654	1	LT1
S_9655	1	LT1
S_9656	1	LT1
S_9657	1	LT1
S_9658	1	LT1
S_9659	1	LT1
S_9660	1	LT1
S_9661	1	LT1
S_9662	1	LT1
S_9663	1	LT1
S_9664	1	LT1
S_9665	1	LT1
S_9666	1	LT1
S_9667	1	LT1
S_9668	1	LT1
S_9669	1	LT1
S_9670	1	LT1
S_9671	1	LT1
S_9672	1	LT1
S_9673	1	LT1
S_9674	1	LT1
S_9675	1	LT1
S_9676	1	LT1
S_9677	1	LT1
S_9678	1	LT1
S_9679	1	LT1
S_9680	1	LT1
S_9682	1	LT1
S_9683	1	LT1
S_9684	1	LT1
S_9685	1	LT1
S_9686	1	LT1
S_9687	1	LT1
S_9688	1	LT1
S_9689	1	LT1
S_9690	1	LT1
S_9691	1	LT1
S_9692	1	LT1
S_9693	1	LT1
S_9694	1	LT1
S_9695	1	LT1
S_9696	1	LT1
S_9697	1	LT1
S_9698	1	LT1
S_9699	1	LT1
S_9700	1	LT1
S_9701	1	LT1
S_9702	1	LT1
S_9703	1	LT1
S_9704	1	LT1
S_9705	1	LT1
S_9706	1	LT1
S_9707	1	LT1
S_9708	1	LT1
S_9709	1	LT1
S_9710	1	LT1
S_9711	1	LT1
S_9712	1	LT1
S_9713	1	LT1
S_9714	1	LT1
S_9715	1	LT1
S_9716	1	LT1
S_9717	1	LT1
S_9718	1	LT1
S_9719	1	LT1
S_9720	1	LT1
S_9721	1	LT1
S_9722	1	LT1
S_9723	1	LT1
S_9724	1	LT1
S_9725	1	LT1
S_9726	1	LT1
S_9727	1	LT1
S_9728	1	LT1
S_9729	1	LT1
S_9730	1	LT1
S_9731	1	LT1
S_9732	1	LT1
S_9733	1	LT1
S_9734	1	LT1
S_9735	1	LT1
S_9736	1	LT1
S_9737	1	LT1
S_9738	1	LT1
S_9739	1	LT1
S_9740	1	LT1
S_9741	1	LT1
S_9742	1	LT1
S_9743	1	LT1
S_9744	1	LT1
S_9745	1	LT1
S_9746	1	LT1
S_9747	1	LT1
S_9748	1	LT1
S_9749	1	LT1
S_9750	1	LT1
S_9751	1	LT1
S_9752	1	LT1
S_9753	1	LT1
S_9754	1	LT1
S_9755	1	LT1
S_9756	1	LT1
S_9757	1	LT1
S_9758	1	LT1
S_9759	1	LT1
S_9760	1	LT1
S_9761	1	LT1
S_9762	1	LT1
S_9763	1	LT1
S_9764	1	LT1
S_9765	1	LT1
S_9766	1	LT1
S_9767	1	LT1
S_9768	1	LT1
S_9769	1	LT1
S_9770	1	LT1
S_9771	1	LT1
S_9772	1	LT1
S_9773	1	LT1
S_9774	1	LT1
S_9775	1	LT1
S_9776	1	LT1
S_9777	1	LT1
S_9778	1	LT1
S_9779	1	LT1
S_9780	1	LT1
S_9781	1	LT1
S_9782	1	LT1
S_9783	1	LT1
S_9784	1	LT1
S_9785	1	LT1
S_9786	1	LT1
S_9787	1	LT1
S_9788	1	LT1
S_9789	1	LT1
S_9790	1	LT1
S_9791	1	LT1
S_9792	1	LT1
S_9793	1	LT1
S_9794	1	LT1
S_9795	1	LT1
S_9796	1	LT1
S_9797	1	LT1
S_9798	1	LT1
S_9799	1	LT1
S_9800	1	LT1
S_9801	1	LT1
S_9802	1	LT1
S_9803	1	LT1
S_9804	1	LT1
S_9805	1	LT1
S_9806	1	LT1
S_9807	1	LT1
S_9808	1	LT1
S_9809	1	LT1
S_9810	1	LT1
S_9811	1	LT1
S_9812	1	LT1
S_9813	1	LT1
S_9814	1	LT1
S_9815	1	LT1
S_9816	1	LT1
S_9817	1	LT1
S_9818	1	LT1
S_9819	1	LT1
S_9820	1	LT1
S_9821	1	LT1
S_9822	1	LT1
S_9823	1	LT1
S_9824	1	LT1
S_9825	1	LT1
S_9826	1	LT1
S_9827	1	LT1
S_9828	1	LT1
S_9829	1	LT1
S_9830	1	LT1
S_9831	1	LT1
S_9832	1	LT1
S_9833	1	LT1
S_9834	1	LT1
S_9835	1	LT1
S_9836	1	LT1
S_9837	1	LT1
S_9838	1	LT1
S_9839	1	LT1
S_9840	1	LT1
S_9841	1	LT1
S_9842	1	LT1
S_9843	1	LT1
S_9844	1	LT1
S_9845	1	LT1
S_9846	1	LT1
S_9847	1	LT1
S_9848	1	LT1
S_9849	1	LT1
S_9850	1	LT1
S_9851	1	LT1
S_9852	1	LT1
S_9853	1	LT1
S_9854	1	LT1
S_9855	1	LT1
S_9857	1	LT1
S_9858	1	LT1
S_9859	1	LT1
S_9860	1	LT1
S_9861	1	LT1
S_9862	1	LT1
S_9863	1	LT1
S_9864	1	LT1
S_9865	1	LT1
S_9866	1	LT1
S_9867	1	LT1
S_9868	1	LT1
S_9869	1	LT1
S_9870	1	LT1
S_9871	1	LT1
S_9872	1	LT1
S_9873	1	LT1
S_9874	1	LT1
S_9875	1	LT1
S_9876	1	LT1
S_9877	1	LT1
S_9878	1	LT1
S_9879	1	LT1
S_9880	1	LT1
S_9881	1	LT1
S_9882	1	LT1
S_9883	1	LT1
S_9884	1	LT1
S_9885	1	LT1
S_9886	1	LT1
S_9887	1	LT1
S_9888	1	LT1
S_9889	1	LT1
S_9890	1	LT1
S_9891	1	LT1
S_9892	1	LT1
S_9893	1	LT1
S_9894	1	LT1
S_9895	1	LT1
S_9896	1	LT1
S_9897	1	LT1
S_9898	1	LT1
S_9899	1	LT1
S_9900	1	LT1
S_9901	1	LT1
S_9902	1	LT1
S_9903	1	LT1
S_9904	1	LT1
S_9905	1	LT1
S_9906	1	LT1
S_9907	1	LT1
S_9908	1	LT1
S_9909	1	LT1
S_9910	1	LT1
S_9911	1	LT1
S_9912	1	LT1
S_9913	1	LT1
S_9914	1	LT1
S_9915	1	LT1
S_9916	1	LT1
S_9917	1	LT1
S_9918	1	LT1
S_9920	1	LT1
S_9921	1	LT1
S_9922	1	LT1
S_9923	1	LT1
S_9924	1	LT1
S_9925	1	LT1
S_9926	1	LT1
S_9927	1	LT1
S_9928	1	LT1
S_9929	1	LT1
S_9930	1	LT1
S_9931	1	LT1
S_9932	1	LT1
S_9933	1	LT1
S_9934	1	LT1
S_9935	1	LT1
S_9936	1	LT1
S_9937	1	LT1
S_9938	1	LT1
S_9939	1	LT1
S_9941	1	LT1
S_9942	1	LT1
S_9943	1	LT1
S_9944	1	LT1
S_9945	1	LT1
S_9946	1	LT1
S_9947	1	LT1
S_9948	1	LT1
S_9949	1	LT1
S_9950	1	LT1
S_9951	1	LT1
S_9952	1	LT1
S_9953	1	LT1
S_9954	1	LT1
S_9955	1	LT1
S_9956	1	LT1
S_9957	1	LT1
S_9958	1	LT1
S_9959	1	LT1
S_9960	1	LT1
S_9961	1	LT1
S_9962	1	LT1
S_9963	1	LT1
S_9964	1	LT1
S_9965	1	LT1
S_9966	1	LT1
S_9967	1	LT1
S_9968	1	LT1
S_9969	1	LT1
S_9970	1	LT1
S_9971	1	LT1
S_9972	1	LT1
S_9973	1	LT1
S_9974	1	LT1
S_9975	1	LT1
S_9976	1	LT1
S_9977	1	LT1
S_9978	1	LT1
S_9979	1	LT1
S_9980	1	LT1
S_9982	1	LT1
S_9983	1	LT1
S_9984	1	LT1
S_9985	1	LT1
S_9986	1	LT1
S_9987	1	LT1
S_9988	1	LT1
S_9989	1	LT1
S_9990	1	LT1
S_9991	1	LT1
S_9992	1	LT1
S_9993	1	LT1
S_9994	1	LT1
S_9995	1	LT1
S_9996	1	LT1
S_9997	1	LT1
S_9998	1	LT1
S_9999	1	LT1
S_1895	301	LT2
S_1771	261	LT2
S_1778	230	LT2
S_1774	219	LT2
S_1779	201	LT2
S_1773	152	LT2
S_1772	144	LT2
S_1781	137	LT2
S_2588	132	LT2
S_1775	127	LT2
S_12135	120	LT2
M_122	114	LT2
S_1984	114	LT2
S_1776	113	LT2
S_1777	106	LT2
S_1780	105	LT2
S_1785	103	LT2
S_2331	100	LT2
S_1821	96	LT2
S_1292	90	LT2
S_2055	84	LT2
S_1783	73	LT2
S_1860	73	LT2
S_1784	68	LT2
S_1788	67	LT2
S_1787	63	LT2
S_12134	62	LT2
S_2521	59	LT2
S_1816	55	LT2
S_1786	54	LT2
S_1789	54	LT2
S_12136	49	LT2
S_12137	48	LT2
S_12138	39	LT2
S_1790	38	LT2
S_1793	37	LT2
S_1796	36	LT2
S_1802	36	LT2
S_1804	35	LT2
S_1794	34	LT2
S_1812	34	LT2
S_1809	33	LT2
S_2762	33	LT2
S_1807	31	LT2
S_1797	30	LT2
S_1800	29	LT2
S_1805	29	LT2
S_1799	27	LT2
S_1801	27	LT2
S_1837	27	LT2
S_1803	26	LT2
S_3351	25	LT2
S_1808	24	LT2
S_1834	24	LT2
S_1844	24	LT2
S_3397	24	LT2
S_4081	24	LT2
S_12139	23	LT2
S_1806	23	LT2
S_1826	23	LT2
S_12140	21	LT2
S_1817	21	LT2
S_12141	20	LT2
S_12142	19	LT2
S_12143	19	LT2
S_12144	19	LT2
S_1827	19	LT2
S_3496	18	LT2
S_12145	17	LT2
S_1813	17	LT2
S_1815	17	LT2
S_1848	17	LT2
S_3541	17	LT2
S_12146	16	LT2
S_1830	16	LT2
S_1857	16	LT2
S_12147	15	LT2
S_12148	15	LT2
S_12149	15	LT2
S_1818	15	LT2
S_1820	15	LT2
S_12150	14	LT2
S_1822	14	LT2
S_1825	14	LT2
S_1831	14	LT2
S_1839	14	LT2
S_1842	14	LT2
S_1862	14	LT2
S_3123	14	LT2
M_127	13	LT2
S_12151	13	LT2
S_12152	13	LT2
S_1823	13	LT2
S_1840	13	LT2
S_1845	13	LT2
M_25	12	LT2
S_12153	12	LT2
S_1876	12	LT2
S_2170	12	LT2
S_12154	11	LT2
S_12155	11	LT2
S_12156	11	LT2
S_12157	11	LT2
S_1838	11	LT2
S_1841	11	LT2
S_1854	11	LT2
S_1858	11	LT2
S_1870	11	LT2
S_1878	11	LT2
S_1898	11	LT2
S_1899	11	LT2
S_1901	11	LT2
S_2138	11	LT2
S_2144	11	LT2
S_2199	11	LT2
S_2761	11	LT2
S_12158	10	LT2
S_12159	10	LT2
S_12160	10	LT2
S_12161	10	LT2
S_12162	10	LT2
S_12163	10	LT2
S_1849	10	LT2
S_1850	10	LT2
S_1865	10	LT2
S_1867	10	LT2
S_1871	10	LT2
S_1872	10	LT2
S_1877	10	LT2
S_1882	10	LT2
S_1906	10	LT2
S_2226	10	LT2
S_12164	9	LT2
S_12165	9	LT2
S_12166	9	LT2
S_12167	9	LT2
S_12168	9	LT2
S_12169	9	LT2
S_12170	9	LT2
S_12171	9	LT2
S_1843	9	LT2
S_1846	9	LT2
S_1855	9	LT2
S_1863	9	LT2
S_1936	9	LT2
S_1940	9	LT2
S_1944	9	LT2
S_1951	9	LT2
S_1953	9	LT2
S_1956	9	LT2
S_1974	9	LT2
S_3563	9	LT2
S_3895	9	LT2
S_4182	9	LT2
S_12172	8	LT2
S_1866	8	LT2
S_1883	8	LT2
S_1886	8	LT2
S_1905	8	LT2
S_1910	8	LT2
S_1927	8	LT2
S_1928	8	LT2
S_1949	8	LT2
S_1978	8	LT2
S_1990	8	LT2
S_2027	8	LT2
S_3438	8	LT2
S_12173	7	LT2
S_12174	7	LT2
S_12175	7	LT2
S_12176	7	LT2
S_12177	7	LT2
S_12178	7	LT2
S_12179	7	LT2
S_12180	7	LT2
S_1868	7	LT2
S_1874	7	LT2
S_1879	7	LT2
S_1881	7	LT2
S_1884	7	LT2
S_1887	7	LT2
S_1893	7	LT2
S_1894	7	LT2
S_1914	7	LT2
S_1930	7	LT2
S_1937	7	LT2
S_1971	7	LT2
S_2001	7	LT2
S_2130	7	LT2
S_2461	7	LT2
M_136	6	LT2
S_12181	6	LT2
S_12182	6	LT2
S_12183	6	LT2
S_12184	6	LT2
S_12185	6	LT2
S_12186	6	LT2
S_12187	6	LT2
S_12188	6	LT2
S_12189	6	LT2
S_12190	6	LT2
S_12191	6	LT2
S_12192	6	LT2
S_1888	6	LT2
S_1890	6	LT2
S_1891	6	LT2
S_1902	6	LT2
S_1904	6	LT2
S_1915	6	LT2
S_1917	6	LT2
S_1925	6	LT2
S_1938	6	LT2
S_1959	6	LT2
S_1985	6	LT2
S_1999	6	LT2
S_2028	6	LT2
S_2044	6	LT2
S_2045	6	LT2
S_2057	6	LT2
S_2224	6	LT2
S_3161	6	LT2
S_3518	6	LT2
S_4118	6	LT2
M_85	5	LT2
S_12193	5	LT2
S_12194	5	LT2
S_12195	5	LT2
S_12196	5	LT2
S_12197	5	LT2
S_12198	5	LT2
S_12199	5	LT2
S_12200	5	LT2
S_12201	5	LT2
S_12202	5	LT2
S_12203	5	LT2
S_1918	5	LT2
S_1922	5	LT2
S_1926	5	LT2
S_1934	5	LT2
S_1941	5	LT2
S_1942	5	LT2
S_1943	5	LT2
S_1950	5	LT2
S_1967	5	LT2
S_1973	5	LT2
S_1983	5	LT2
S_1996	5	LT2
S_1997	5	LT2
S_2011	5	LT2
S_2029	5	LT2
S_2073	5	LT2
S_2090	5	LT2
S_2121	5	LT2
S_2166	5	LT2
S_2248	5	LT2
S_2268	5	LT2
S_2736	5	LT2
S_3250	5	LT2
S_3263	5	LT2
S_3608	5	LT2
S_3866	5	LT2
M_113	4	LT2
M_39	4	LT2
S_12205	4	LT2
S_12206	4	LT2
S_12207	4	LT2
S_12208	4	LT2
S_12209	4	LT2
S_12210	4	LT2
S_12211	4	LT2
S_12212	4	LT2
S_12213	4	LT2
S_12214	4	LT2
S_12215	4	LT2
S_12216	4	LT2
S_12217	4	LT2
S_12218	4	LT2
S_12219	4	LT2
S_12220	4	LT2
S_12221	4	LT2
S_12222	4	LT2
S_12223	4	LT2
S_12224	4	LT2
S_12225	4	LT2
S_12226	4	LT2
S_12227	4	LT2
S_12228	4	LT2
S_12229	4	LT2
S_12230	4	LT2
S_12231	4	LT2
S_12232	4	LT2
S_12233	4	LT2
S_12234	4	LT2
S_12235	4	LT2
S_12236	4	LT2
S_12237	4	LT2
S_12238	4	LT2
S_12239	4	LT2
S_12240	4	LT2
S_12241	4	LT2
S_12242	4	LT2
S_12243	4	LT2
S_12244	4	LT2
S_12245	4	LT2
S_13712	4	LT2
S_13880	4	LT2
S_15221	4	LT2
S_15383	4	LT2
S_1966	4	LT2
S_1979	4	LT2
S_1982	4	LT2
S_1991	4	LT2
S_1992	4	LT2
S_1998	4	LT2
S_2005	4	LT2
S_2016	4	LT2
S_2019	4	LT2
S_2020	4	LT2
S_2022	4	LT2
S_2023	4	LT2
S_2025	4	LT2
S_2035	4	LT2
S_2036	4	LT2
S_2038	4	LT2
S_2040	4	LT2
S_2049	4	LT2
S_2065	4	LT2
S_2066	4	LT2
S_2086	4	LT2
S_2102	4	LT2
S_2115	4	LT2
S_2118	4	LT2
S_2164	4	LT2
S_2180	4	LT2
S_2186	4	LT2
S_2201	4	LT2
S_2222	4	LT2
S_2269	4	LT2
S_2382	4	LT2
S_2432	4	LT2
S_2863	4	LT2
S_2898	4	LT2
S_3195	4	LT2
S_3894	4	LT2
S_4141	4	LT2
S_4407	4	LT2
S_4419	4	LT2
M_28	3	LT2
M_40	3	LT2
S_12246	3	LT2
S_12247	3	LT2
S_12248	3	LT2
S_12249	3	LT2
S_12250	3	LT2
S_12251	3	LT2
S_12252	3	LT2
S_12253	3	LT2
S_12254	3	LT2
S_12255	3	LT2
S_12256	3	LT2
S_12257	3	LT2
S_12258	3	LT2
S_12259	3	LT2
S_12260	3	LT2
S_12261	3	LT2
S_12262	3	LT2
S_12263	3	LT2
S_12264	3	LT2
S_12265	3	LT2
S_12266	3	LT2
S_12267	3	LT2
S_12268	3	LT2
S_12269	3	LT2
S_12270	3	LT2
S_12271	3	LT2
S_12272	3	LT2
S_12273	3	LT2
S_12274	3	LT2
S_12275	3	LT2
S_12276	3	LT2
S_12277	3	LT2
S_12278	3	LT2
S_12279	3	LT2
S_12280	3	LT2
S_12281	3	LT2
S_12282	3	LT2
S_12283	3	LT2
S_12284	3	LT2
S_12285	3	LT2
S_12286	3	LT2
S_12287	3	LT2
S_12288	3	LT2
S_12289	3	LT2
S_12290	3	LT2
S_12291	3	LT2
S_12292	3	LT2
S_12293	3	LT2
S_12294	3	LT2
S_12295	3	LT2
S_12296	3	LT2
S_12297	3	LT2
S_12298	3	LT2
S_12299	3	LT2
S_12300	3	LT2
S_12301	3	LT2
S_12302	3	LT2
S_12303	3	LT2
S_12304	3	LT2
S_12305	3	LT2
S_12306	3	LT2
S_12307	3	LT2
S_12308	3	LT2
S_12309	3	LT2
S_12310	3	LT2
S_12311	3	LT2
S_12312	3	LT2
S_2053	3	LT2
S_2075	3	LT2
S_2078	3	LT2
S_2080	3	LT2
S_2096	3	LT2
S_2100	3	LT2
S_2103	3	LT2
S_2112	3	LT2
S_2119	3	LT2
S_2127	3	LT2
S_2133	3	LT2
S_2135	3	LT2
S_2141	3	LT2
S_2147	3	LT2
S_2149	3	LT2
S_2153	3	LT2
S_2161	3	LT2
S_2163	3	LT2
S_2165	3	LT2
S_2167	3	LT2
S_2168	3	LT2
S_2173	3	LT2
S_2182	3	LT2
S_2185	3	LT2
S_2191	3	LT2
S_2200	3	LT2
S_2215	3	LT2
S_2218	3	LT2
S_2220	3	LT2
S_2230	3	LT2
S_2231	3	LT2
S_2235	3	LT2
S_2239	3	LT2
S_2251	3	LT2
S_2252	3	LT2
S_2253	3	LT2
S_2255	3	LT2
S_2257	3	LT2
S_2262	3	LT2
