Gene	p_val	p_val_adj
SLC45A1	0.784698039381369	0.97745702436754
RERE	0.822600725847975	0.97745702436754
SLC2A5	0.773818255899789	0.97745702436754
LOC102724571	0.930252266839273	0.97745702436754
NMNAT1	0.952708207520653	0.97745702436754
RBP7	0.797337182039607	0.97745702436754
CORT	0.741142396549669	0.97745702436754
MASP2	0.944786677949659	0.97745702436754
MTOR-AS1	0.971281088811841	0.97745702436754
ANGPTL7	0.971281088811841	0.97745702436754
UBIAD1	0.756971970255053	0.97745702436754
C1orf167	0.868459464337014	0.97745702436754
NPPA-AS1	0.917132078084977	0.97745702436754
MIR7846	0.869262380387262	0.97745702436754
HNRNPCL2	0.838429191587506	0.97745702436754
PDPN	0.917532494987055	0.97745702436754
KAZN	0.754105568913506	0.97745702436754
TMEM51	0.789287938692073	0.97745702436754
LOC101927441	0.915931034263029	0.97745702436754
CTRC	0.85854533191252	0.97745702436754
CELA2B	0.971281088811841	0.97745702436754
FLJ37453	0.729697855459557	0.97745702436754
CLCNKA	0.94381976308491	0.97745702436754
FAM131C	0.829594195600392	0.97745702436754
EPHA2	0.809563376389333	0.97745702436754
LOC101927507	0.773198776887598	0.97745702436754
ANO7P1	0.971281088811841	0.97745702436754
LOC102723343	0.971281088811841	0.97745702436754
LOC102725055	0.971281088811841	0.97745702436754
ESPNP	0.780879395614176	0.97745702436754
MST1L	0.759546348693708	0.97745702436754
LOC101927806	0.843604930536732	0.97745702436754
PADI2	0.89113554931294	0.97745702436754
ARHGEF10L	0.908928670214174	0.97745702436754
ACTL8	0.971281088811841	0.97745702436754
IFFO2	0.751770259795473	0.97745702436754
AKR7A3	0.730819853089692	0.97745702436754
LOC644083	0.944126416919478	0.97745702436754
MINOS1-NBL1	0.903494978162134	0.97745702436754
TMCO4	0.764779479671922	0.97745702436754
PLA2G5	0.971281088811841	0.97745702436754
PLA2G2D	0.798325805795715	0.97745702436754
PLA2G2C	0.756156460003706	0.97745702436754
CDA	0.729931907268378	0.97745702436754
KIF17	0.944041379835327	0.97745702436754
ALPL	0.943417369881926	0.97745702436754
HSPG2	0.796982355012039	0.97745702436754
WNT4	0.971281088811841	0.97745702436754
LOC101060363	0.807724364018523	0.97745702436754
C1QA	0.784667455756548	0.97745702436754
EPHB2	0.934084377905554	0.97745702436754
LOC101928163	0.836696743649213	0.97745702436754
TCEB3-AS1	0.759737209580785	0.97745702436754
GALE	0.892354269695382	0.97745702436754
IL22RA1	0.927566980716491	0.97745702436754
NCMAP	0.864877378786591	0.97745702436754
LOC102723671	0.949137072806168	0.97745702436754
LOC646471	0.808639708748717	0.97745702436754
PAQR7	0.854488912228052	0.97745702436754
LOC101928216	0.971281088811841	0.97745702436754
TRIM63	0.944785285919162	0.97745702436754
LOC101928303	0.805928822256079	0.97745702436754
LIN28A	0.776154275006425	0.97745702436754
LOC102725520	0.971281088811841	0.97745702436754
GPN2	0.863234500573748	0.97745702436754
TRNP1	0.919957126765745	0.97745702436754
FAM46B	0.90201104061665	0.97745702436754
LOC101928391	0.947556885428935	0.97745702436754
FCN3	0.838815837940812	0.97745702436754
SCARNA1	0.971281088811841	0.97745702436754
SMPDL3B	0.744209972313715	0.97745702436754
SNORA73A	0.765403451246483	0.97745702436754
SNORA61	0.857193334192795	0.97745702436754
RAB42	0.865084209447412	0.97745702436754
LOC101928460	0.971281088811841	0.97745702436754
MATN1	0.952032457650871	0.97745702436754
LINC01226	0.971281088811841	0.97745702436754
TINAGL1	0.925810513264759	0.97745702436754
COL16A1	0.943501804050262	0.97745702436754
SPOCD1	0.902049119354216	0.97745702436754
KIAA1522	0.828008057046528	0.97745702436754
HPCA	0.894537474215844	0.97745702436754
TMEM54	0.953525698538435	0.97745702436754
RNF19B	0.863506857746845	0.97745702436754
LOC101929464	0.971281088811841	0.97745702436754
CSMD2	0.971281088811841	0.97745702436754
GJB5	0.971281088811841	0.97745702436754
GJA4	0.971281088811841	0.97745702436754
AGO3	0.840075190874283	0.97745702436754
COL8A2	0.971281088811841	0.97745702436754
OSCP1	0.810244792519659	0.97745702436754
GRIK3	0.971281088811841	0.97745702436754
DNALI1	0.848766038794025	0.97745702436754
EPHA10	0.928025976512022	0.97745702436754
RHBDL2	0.917396535398386	0.97745702436754
SNORA55	0.946197643800555	0.97745702436754
HEYL	0.830338032262367	0.97745702436754
NT5C1A	0.890910608324718	0.97745702436754
MYCL	0.918763085513246	0.97745702436754
MFSD2A	0.970645713113697	0.97745702436754
TMCO2	0.943764286270404	0.97745702436754
SLFNL1	0.77608296142284	0.97745702436754
CLDN19	0.971281088811841	0.97745702436754
LOC100129924	0.895605414192525	0.97745702436754
ERMAP	0.798329886509593	0.97745702436754
LOC339539	0.971281088811841	0.97745702436754
FAM183A	0.971281088811841	0.97745702436754
TMEM125	0.841434310505209	0.97745702436754
C1orf210	0.943531977761713	0.97745702436754
MPL	0.892544133473257	0.97745702436754
SZT2	0.831978040241522	0.97745702436754
LOC101929592	0.971281088811841	0.97745702436754
ARTN	0.944450052853895	0.97745702436754
ERI3-IT1	0.869946708000649	0.97745702436754
TMEM53	0.913914751000474	0.97745702436754
SNORD46	0.945613049446269	0.97745702436754
BTBD19	0.916711082318481	0.97745702436754
LINC01144	0.782848970639009	0.97745702436754
HPDL	0.86172403386466	0.97745702436754
CCDC17	0.864906960982064	0.97745702436754
RPS15AP10	0.861543410995579	0.97745702436754
LURAP1	0.860499946300813	0.97745702436754
MKNK1-AS1	0.76635157915508	0.97745702436754
KNCN	0.947989254908957	0.97745702436754
TEX38	0.971281088811841	0.97745702436754
EFCAB14-AS1	0.929601635018066	0.97745702436754
CYP4X1	0.971281088811841	0.97745702436754
LINC00853	0.905487065668586	0.97745702436754
PDZK1IP1	0.896306674096979	0.97745702436754
TAL1	0.971281088811841	0.97745702436754
LOC102724077	0.844402956860572	0.97745702436754
SPATA6	0.924421894504578	0.97745702436754
AGBL4-IT1	0.971281088811841	0.97745702436754
ELAVL4	0.758676358317482	0.97745702436754
TTC39A	0.924307240763423	0.97745702436754
ZCCHC11	0.735798944024699	0.97745702436754
ZYG11B	0.793621150118321	0.97745702436754
ZYG11A	0.851755780523137	0.97745702436754
CPT2	0.72987309440147	0.97745702436754
LOC102725447	0.908422942565458	0.97745702436754
TCEANC2	0.782735688864518	0.97745702436754
SSBP3-AS1	0.844726223189047	0.97745702436754
FAM151A	0.971281088811841	0.97745702436754
MROH7	0.947517724524835	0.97745702436754
MROH7-TTC4	0.971281088811841	0.97745702436754
TMEM61	0.971281088811841	0.97745702436754
PPAP2B	0.930560263191142	0.97745702436754
TACSTD2	0.816795255822443	0.97745702436754
LOC101926944	0.928549306583196	0.97745702436754
CYP2J2	0.926556448557746	0.97745702436754
C1orf87	0.944697548805913	0.97745702436754
DOCK7	0.871482465266185	0.97745702436754
ANGPTL3	0.971281088811841	0.97745702436754
LOC102724319	0.949203798145361	0.97745702436754
ROR1-AS1	0.971281088811841	0.97745702436754
LOC102724416	0.944677487131034	0.97745702436754
SGIP1	0.894801222722873	0.97745702436754
TCTEX1D1	0.924314697335592	0.97745702436754
INSL5	0.971281088811841	0.97745702436754
C1orf141	0.971281088811841	0.97745702436754
GADD45A	0.802786863348221	0.97745702436754
GNG12	0.82885163761571	0.97745702436754
DEPDC1-AS1	0.92109867762148	0.97745702436754
LRRC7	0.917477995766436	0.97745702436754
PTGER3	0.919579787017406	0.97745702436754
ZRANB2-AS2	0.781499691555692	0.97745702436754
NEGR1	0.904764093688565	0.97745702436754
TNNI3K	0.971281088811841	0.97745702436754
SLC44A5	0.79368860570489	0.97745702436754
SNORD45B	0.946028179107771	0.97745702436754
MSH4	0.790780568588853	0.97745702436754
PIGK	0.911977843168419	0.97745702436754
PTGFR	0.971281088811841	0.97745702436754
LPHN2	0.943651531779061	0.97745702436754
LOC101927633	0.944281329233783	0.97745702436754
UOX	0.826356048474183	0.97745702436754
DNASE2B	0.971281088811841	0.97745702436754
SPATA1	0.96876803464319	0.97745702436754
LOC101927773	0.971281088811841	0.97745702436754
WDR63	0.911929238003775	0.97745702436754
LOC646626	0.746476132200543	0.97745702436754
DDAH1	0.923590077992346	0.97745702436754
COL24A1	0.858443247390893	0.97745702436754
HS2ST1	0.770560315483453	0.97745702436754
LINC01140	0.849892894924583	0.97745702436754
LINC01364	0.953155937584898	0.97745702436754
PKN2-AS1	0.92944142588721	0.97745702436754
RBMXL1	0.775793768065368	0.97745702436754
GBP2	0.747270777691238	0.97745702436754
LRRC8C	0.929007388939081	0.97745702436754
LOC101927933	0.85572907343992	0.97745702436754
LOC149351	0.802222982741906	0.97745702436754
LOC102723410	0.933371965433268	0.97745702436754
C1orf146	0.971281088811841	0.97745702436754
EVI5	0.953368971702241	0.97745702436754
BCAR3	0.851058213473956	0.97745702436754
LOC100129046	0.971281088811841	0.97745702436754
LOC102723480	0.971281088811841	0.97745702436754
ARHGAP29	0.917637172767506	0.97745702436754
LOC102723542	0.943395094368522	0.97745702436754
LOC101928118	0.863711462809893	0.97745702436754
MIR137HG	0.971281088811841	0.97745702436754
PALMD	0.971281088811841	0.97745702436754
LOC101930120	0.971281088811841	0.97745702436754
DBT	0.75186687138059	0.97745702436754
GPR88	0.901207270350967	0.97745702436754
DNAJA1P5	0.959321946857428	0.97745702436754
COL11A1	0.971281088811841	0.97745702436754
ACTG1P4	0.808436106503025	0.97745702436754
AMY2A	0.971281088811841	0.97745702436754
AMY1C	0.948938234019351	0.97745702436754
LOC100129138	0.853653130262783	0.97745702436754
NTNG1	0.930458402649925	0.97745702436754
VAV3-AS1	0.910552892508196	0.97745702436754
NBPF6	0.971281088811841	0.97745702436754
AMIGO1	0.743952953766248	0.97745702436754
GPR61	0.944098520675955	0.97745702436754
LOC101928560	0.887106743264865	0.97745702436754
GNAT2	0.856852011349582	0.97745702436754
ALX3	0.971281088811841	0.97745702436754
PROK1	0.971281088811841	0.97745702436754
CYMP	0.94669536173693	0.97745702436754
ADORA3	0.86027019362666	0.97745702436754
LOC101930362	0.865631996010831	0.97745702436754
FAM212B-AS1	0.892530733344542	0.97745702436754
CTTNBP2NL	0.767093295718373	0.97745702436754
FAM19A3	0.918045554574545	0.97745702436754
LINC01356	0.948078321201285	0.97745702436754
GeneID:101928822	0.900280062491631	0.97745702436754
SYT6	0.859337778813282	0.97745702436754
LOC101928890	0.971281088811841	0.97745702436754
AMPD1	0.953940955438373	0.97745702436754
LOC101928977	0.952145681124195	0.97745702436754
LOC100996263	0.783579274315708	0.97745702436754
HSD3BP4	0.971281088811841	0.97745702436754
ZNF697	0.971281088811841	0.97745702436754
NBPF7	0.892304631904559	0.97745702436754
LOC101929178	0.757345973173706	0.97745702436754
LOC101929788	0.944394509075474	0.97745702436754
LOC101929792	0.793938828632505	0.97745702436754
LOC101929798	0.922631797498175	0.97745702436754
FCGR1B	0.946131479176412	0.97745702436754
HIST2H2BA	0.836643878580584	0.97745702436754
LOC102724451	0.851402806757656	0.97745702436754
LOC101930662	0.875941420234687	0.97745702436754
SRGAP2-AS1	0.778457829257506	0.97745702436754
GeneID:100302292	0.971281088811841	0.97745702436754
RNVU1-17	0.948092019848504	0.97745702436754
FCGR1C	0.933601898740825	0.97745702436754
LOC100996713	0.943409535202014	0.97745702436754
LOC101929803	0.971281088811841	0.97745702436754
LOC645166	0.830475065366207	0.97745702436754
LOC100996741	0.842874234489033	0.97745702436754
PPIAL4D	0.885889639982335	0.97745702436754
NBPF20	0.822998358269029	0.97745702436754
LOC101060254	0.87121752161419	0.97745702436754
PDZK1	0.744473878963997	0.97745702436754
LOC102724558	0.943755600139424	0.97745702436754
HYDIN2	0.971281088811841	0.97745702436754
LOC101929781	0.944057865728064	0.97745702436754
LINC00624	0.971281088811841	0.97745702436754
GJA5	0.971281088811841	0.97745702436754
PDZK1P2	0.917561416881065	0.97745702436754
GeneID:101929438	0.791936892512416	0.97745702436754
RNVU1-3	0.941625564386195	0.97745702436754
LOC101930646	0.892297575583256	0.97745702436754
NUDT4P1	0.92998362919566	0.97745702436754
LOC102723348	0.891305731180682	0.97745702436754
LOC653513	0.937915999125414	0.97745702436754
LOC100996761	0.944162295053609	0.97745702436754
FAM231D	0.865984679195589	0.97745702436754
LOC102723955	0.777811473845195	0.97745702436754
HIST2H3C	0.971281088811841	0.97745702436754
HIST2H2AA3	0.793120998854129	0.97745702436754
HIST2H2AC	0.8270999482673	0.97745702436754
C1orf54	0.79818777227016	0.97745702436754
ECM1	0.76132216936725	0.97745702436754
LOC102724012	0.788476333755701	0.97745702436754
HORMAD1	0.899423960971264	0.97745702436754
SELENBP1	0.92005952663022	0.97745702436754
CELF3	0.971281088811841	0.97745702436754
RIIAD1	0.943910668178857	0.97745702436754
LINGO4	0.869294866601218	0.97745702436754
RPTN	0.944120740329968	0.97745702436754
HRNR	0.949394178246123	0.97745702436754
FLG-AS1	0.946387744129086	0.97745702436754
LCE1E	0.971281088811841	0.97745702436754
LCE1D	0.971281088811841	0.97745702436754
IVL	0.95954424134979	0.97745702436754
LINC01527	0.971281088811841	0.97745702436754
SPRR2A	0.971281088811841	0.97745702436754
LOR	0.971281088811841	0.97745702436754
PGLYRP4	0.919073964609199	0.97745702436754
S100A16	0.836021760886144	0.97745702436754
LOC101928059	0.866411733585061	0.97745702436754
SHE	0.902043813703438	0.97745702436754
UBE2Q1	0.901845802330437	0.97745702436754
LOC101928120	0.920256066139287	0.97745702436754
DCST1	0.817206020113759	0.97745702436754
PKLR	0.80337902143907	0.97745702436754
MSTO2P	0.948824812089124	0.97745702436754
SNORA80E	0.971281088811841	0.97745702436754
RXFP4	0.971281088811841	0.97745702436754
BGLAP	0.830895262241251	0.97745702436754
LOC101928177	0.971281088811841	0.97745702436754
HAPLN2	0.971281088811841	0.97745702436754
NES	0.971281088811841	0.97745702436754
LOC102724206	0.742930205063671	0.97745702436754
PEAR1	0.971281088811841	0.97745702436754
ETV3L	0.906770837970007	0.97745702436754
CYCSP52	0.846420372785646	0.97745702436754
CD5L	0.943765263771937	0.97745702436754
CD1D	0.76581183825547	0.97745702436754
CD1E	0.770968679341648	0.97745702436754
AIM2	0.797104074696049	0.97745702436754
CADM3-AS1	0.971281088811841	0.97745702436754
FCER1A	0.786939340000614	0.97745702436754
VSIG8	0.834208302521039	0.97745702436754
IGSF9	0.815522985214561	0.97745702436754
SLAMF9	0.971281088811841	0.97745702436754
LINC01133	0.971281088811841	0.97745702436754
KCNJ9	0.943612271129615	0.97745702436754
ATP1A2	0.971281088811841	0.97745702436754
ATP1A4	0.774864012806767	0.97745702436754
CASQ1	0.914730971969175	0.97745702436754
LOC729867	0.953083803629235	0.97745702436754
LOC101928319	0.874319840911722	0.97745702436754
VANGL2	0.952986842973421	0.97745702436754
KLHDC9	0.944701416048795	0.97745702436754
APOA2	0.971281088811841	0.97745702436754
OLFML2B	0.854927621585012	0.97745702436754
C1orf226	0.971281088811841	0.97745702436754
LOC102724358	0.971281088811841	0.97745702436754
C1orf110	0.922495952569538	0.97745702436754
LOC101928404	0.971281088811841	0.97745702436754
LOC102724387	0.971281088811841	0.97745702436754
RXRG	0.954150480122275	0.97745702436754
MAEL	0.873720022454899	0.97745702436754
LOC101928512	0.803537713865137	0.97745702436754
ADCY10	0.951750009981288	0.97745702436754
LOC100505918	0.971281088811841	0.97745702436754
DPT	0.943549715712444	0.97745702436754
LINC00970	0.944931487454059	0.97745702436754
CCDC181	0.827756540198124	0.97745702436754
C1orf112	0.743765637353604	0.97745702436754
LOC101928650	0.943424934030502	0.97745702436754
FMO2	0.832246046350702	0.97745702436754
MYOC	0.971281088811841	0.97745702436754
DNM3OS	0.908870427549829	0.97745702436754
TNFSF18	0.971281088811841	0.97745702436754
LOC102724568	0.826503866428206	0.97745702436754
ANKRD45	0.971281088811841	0.97745702436754
GAS5-AS1	0.903982648616503	0.97745702436754
SNORD47	0.946843996863537	0.97745702436754
SNORD79	0.971281088811841	0.97745702436754
SNORD76	0.921809361687704	0.97745702436754
SNORD74	0.971281088811841	0.97745702436754
SERPINC1	0.945508605965161	0.97745702436754
LOC101928696	0.92084330627957	0.97745702436754
TNN	0.971281088811841	0.97745702436754
TNR	0.891715524158604	0.97745702436754
PAPPA2	0.971281088811841	0.97745702436754
RASAL2	0.8594162905373	0.97745702436754
LOC646976	0.740320696636257	0.97745702436754
FAM163A	0.943977906029669	0.97745702436754
LHX4	0.806371781677206	0.97745702436754
KIAA1614	0.918339886171999	0.97745702436754
LOC101928973	0.971281088811841	0.97745702436754
LAMC1	0.971281088811841	0.97745702436754
LAMC2	0.947234818109689	0.97745702436754
APOBEC4	0.935616790048149	0.97745702436754
LOC102724857	0.971281088811841	0.97745702436754
GS1-279B7.1	0.971281088811841	0.97745702436754
LOC102724919	0.922513784560199	0.97745702436754
PDC	0.971281088811841	0.97745702436754
PACERR	0.971281088811841	0.97745702436754
PLA2G4A	0.937516023697697	0.97745702436754
LOC101929160	0.871567908824389	0.97745702436754
LINC01031	0.761069987975185	0.97745702436754
CFHR3	0.971281088811841	0.97745702436754
ATP6V1G3	0.729334282559251	0.97745702436754
MIR181B1	0.757918855378967	0.97745702436754
MROH3P	0.945140369986839	0.97745702436754
LOC101929305	0.971281088811841	0.97745702436754
ASCL5	0.828276326983528	0.97745702436754
PKP1	0.95085292323119	0.97745702436754
TNNT2	0.971281088811841	0.97745702436754
LMOD1	0.946801010281412	0.97745702436754
LOC102723465	0.899179171982682	0.97745702436754
PTPRVP	0.756412956437417	0.97745702436754
SYT2	0.802688056228225	0.97745702436754
LOC102723494	0.971281088811841	0.97745702436754
LOC148709	0.943601074318084	0.97745702436754
PPFIA4	0.754987005317888	0.97745702436754
CHIT1	0.825229602498468	0.97745702436754
FMOD	0.901842717238313	0.97745702436754
PRELP	0.943928332680891	0.97745702436754
LOC102723543	0.928593919789902	0.97745702436754
REN	0.971281088811841	0.97745702436754
KISS1	0.971281088811841	0.97745702436754
LRRN2	0.971281088811841	0.97745702436754
RBBP5	0.83169153209001	0.97745702436754
KLHDC8A	0.944556030923979	0.97745702436754
LEMD1-AS1	0.952327318071955	0.97745702436754
BLACAT1	0.74944332091067	0.97745702436754
LOC284577	0.743075662163295	0.97745702436754
CDK18	0.924474270970874	0.97745702436754
SLC45A3	0.849914192597313	0.97745702436754
LOC103021296	0.922884017652665	0.97745702436754
RAB7B	0.94435729013662	0.97745702436754
C1orf186	0.807064110380084	0.97745702436754
LOC100505650	0.943694708827729	0.97745702436754
MAPKAPK2	0.85253898846769	0.97745702436754
IL19	0.751430902875539	0.97745702436754
IL20	0.971281088811841	0.97745702436754
C1orf116	0.971281088811841	0.97745702436754
C4BPB	0.926959514584142	0.97745702436754
C4BPA	0.951972175517341	0.97745702436754
CR1L	0.971281088811841	0.97745702436754
MIR29C	0.971281088811841	0.97745702436754
CAMK1G	0.971281088811841	0.97745702436754
IRF6	0.831584120372775	0.97745702436754
DIEXF	0.833802760971563	0.97745702436754
SERTAD4-AS1	0.960834839390603	0.97745702436754
LOC91548	0.92182644032889	0.97745702436754
LOC102723727	0.971281088811841	0.97745702436754
SPATA45	0.866908905234984	0.97745702436754
FLVCR1	0.774033891601048	0.97745702436754
VASH2	0.831171386717287	0.97745702436754
PROX1	0.860297170044634	0.97745702436754
LOC102723802	0.896387606159646	0.97745702436754
ESRRG	0.971281088811841	0.97745702436754
SPATA17	0.795867680012563	0.97745702436754
TGFB2	0.81246469004203	0.97745702436754
LOC101929666	0.751380952162528	0.97745702436754
LOC101929648	0.971281088811841	0.97745702436754
LOC101929713	0.943783550998605	0.97745702436754
LOC101929689	0.918455111391265	0.97745702436754
MARK1	0.946461845245464	0.97745702436754
MARC2	0.912022664807785	0.97745702436754
MARC1	0.971281088811841	0.97745702436754
HLX	0.84624139307597	0.97745702436754
C1orf140	0.971281088811841	0.97745702436754
LOC101926901	0.853626341205827	0.97745702436754
LOC102723986	0.971281088811841	0.97745702436754
HHIPL2	0.971281088811841	0.97745702436754
DISP1	0.889564366991284	0.97745702436754
CAPN8	0.884314944759259	0.97745702436754
LOC101927143	0.971281088811841	0.97745702436754
LOC101927164	0.808843069314065	0.97745702436754
MIR320B2	0.947638282524036	0.97745702436754
LOC101928291	0.832491215919463	0.97745702436754
DNAH14	0.867118501871265	0.97745702436754
ENAH	0.813772884490981	0.97745702436754
LEFTY2	0.971281088811841	0.97745702436754
SDE2	0.7309475940017	0.97745702436754
ACBD3	0.738105547645726	0.97745702436754
MIXL1	0.894904460541579	0.97745702436754
C1orf95	0.971281088811841	0.97745702436754
LOC728728	0.971281088811841	0.97745702436754
LOC101930466	0.857979859153475	0.97745702436754
LOC100506571	0.971281088811841	0.97745702436754
MIR3620	0.971281088811841	0.97745702436754
GJC2	0.857842889026204	0.97745702436754
IBA57-AS1	0.918762426251553	0.97745702436754
C1orf145	0.858914527536459	0.97745702436754
DUSP5P1	0.971281088811841	0.97745702436754
CAPN9	0.971281088811841	0.97745702436754
LOC101927576	0.833593194387701	0.97745702436754
LOC102724026	0.971281088811841	0.97745702436754
LINC00582	0.907801338766321	0.97745702436754
LOC101927683	0.971281088811841	0.97745702436754
LOC101927736	0.971281088811841	0.97745702436754
LOC102724100	0.943389051063407	0.97745702436754
LINC01354	0.971281088811841	0.97745702436754
LINC00184	0.971281088811841	0.97745702436754
LOC101927851	0.78639819163001	0.97745702436754
LOC101927906	0.839409071465585	0.97745702436754
MT1HL1	0.902992714464814	0.97745702436754
RYR2	0.83510658787663	0.97745702436754
FMN2	0.971281088811841	0.97745702436754
RGS7	0.971281088811841	0.97745702436754
BECN1P1	0.971281088811841	0.97745702436754
CEP170	0.773012851522904	0.97745702436754
LOC102725459	0.971281088811841	0.97745702436754
LOC102724256	0.971281088811841	0.97745702436754
LOC101930248	0.946212210868807	0.97745702436754
LOC339529	0.930159594274032	0.97745702436754
C1orf101	0.852920769966085	0.97745702436754
LOC101928068	0.745491378648241	0.97745702436754
LINC01341	0.971281088811841	0.97745702436754
ZNF670-ZNF695	0.914183769994788	0.97745702436754
FLJ39095	0.822751943401295	0.97745702436754
MIR3916	0.971281088811841	0.97745702436754
OR2B11	0.943392275363634	0.97745702436754
GCSAML	0.971281088811841	0.97745702436754
OR2W3	0.845355746624222	0.97745702436754
OR2L8	0.971281088811841	0.97745702436754
OR2AK2	0.919328541250894	0.97745702436754
OR2L1P	0.817803740648342	0.97745702436754
OR2L2	0.884685445862071	0.97745702436754
OR2L3	0.971281088811841	0.97745702436754
OR2T33	0.943447876823715	0.97745702436754
XX-CR54.4	0.924114139421301	0.97745702436754
RHBDF1	0.878286540388512	0.97745702436754
RGS11	0.824701842695696	0.97745702436754
LOC102725006	0.796375309001514	0.97745702436754
WFIKKN1	0.764474046542842	0.97745702436754
WDR90	0.763041337005899	0.97745702436754
CCDC78	0.881507501145433	0.97745702436754
MSLN	0.971281088811841	0.97745702436754
PRR25	0.971281088811841	0.97745702436754
TPSG1	0.971281088811841	0.97745702436754
TPSAB1	0.763233961324427	0.97745702436754
TPSD1	0.849685395225853	0.97745702436754
LOC101929480	0.971281088811841	0.97745702436754
IGFALS	0.921295923612984	0.97745702436754
MEIOB	0.971281088811841	0.97745702436754
SNORA10	0.962115292685894	0.97745702436754
PKD1	0.793380780611226	0.97745702436754
SNORD60	0.834152840119861	0.97745702436754
DNASE1L2	0.884070208663467	0.97745702436754
NTN3	0.971281088811841	0.97745702436754
LOC101060747	0.818651940543191	0.97745702436754
SRRM2-AS1	0.789228002549918	0.97745702436754
FLYWCH1	0.755256053934112	0.97745702436754
LINC00514	0.945339826877202	0.97745702436754
CLDN6	0.971281088811841	0.97745702436754
CCDC64B	0.85949009749631	0.97745702436754
LOC100128770	0.919700130251036	0.97745702436754
OR1F1	0.971281088811841	0.97745702436754
LINC00921	0.851616604293443	0.97745702436754
TIGD7	0.939647982791648	0.97745702436754
MTRNR2L4	0.907984650583738	0.97745702436754
LOC101929732	0.745750972663719	0.97745702436754
LOC101929751	0.944738340185558	0.97745702436754
C16orf96	0.839493255744295	0.97745702436754
UBALD1	0.907998718252486	0.97745702436754
SEPT12	0.971281088811841	0.97745702436754
SMIM22	0.891307869928274	0.97745702436754
PPL	0.917739336973934	0.97745702436754
C16orf89	0.936341541981667	0.97745702436754
RBFOX1	0.774940277773473	0.97745702436754
GeneID:440337	0.971281088811841	0.97745702436754
TMEM186	0.928780354756468	0.97745702436754
LOC101927009	0.971281088811841	0.97745702436754
TEKT5	0.928489480291888	0.97745702436754
DEXI	0.731341937440978	0.97745702436754
CLEC16A	0.9562107225441	0.97745702436754
PRM1	0.971281088811841	0.97745702436754
LOC400499	0.899793138599837	0.97745702436754
LOC102723843	0.894871025110955	0.97745702436754
LOC101927205	0.971281088811841	0.97745702436754
ZC3H7A	0.900641960742403	0.97745702436754
BCAR4	0.971281088811841	0.97745702436754
SNX29	0.923376357062665	0.97745702436754
FLJ32790	0.943837236710589	0.97745702436754
SHISA9	0.947913374597493	0.97745702436754
LOC101927311	0.944250377707141	0.97745702436754
LOC100129781	0.971281088811841	0.97745702436754
PLA2G10	0.971281088811841	0.97745702436754
LOC101060373	0.906467181657007	0.97745702436754
LOC101927469	0.920452719090834	0.97745702436754
LOC101060429	0.929431662392316	0.97745702436754
PDXDC1	0.88969164411066	0.97745702436754
MPV17L	0.889558613576507	0.97745702436754
ABCC6	0.89269715099622	0.97745702436754
PKD1P1	0.751053145475759	0.97745702436754
LOC102724993	0.971281088811841	0.97745702436754
NPIPA7	0.943566434417404	0.97745702436754
LOC102723692	0.78346635374582	0.97745702436754
NPIPA8	0.971281088811841	0.97745702436754
NOMO2	0.795981425602484	0.97745702436754
TMC7	0.945105285257118	0.97745702436754
SYT17	0.892048235183087	0.97745702436754
CLEC19A	0.944240141392211	0.97745702436754
TMC5	0.971281088811841	0.97745702436754
C16orf62	0.890890947751043	0.97745702436754
GP2	0.971281088811841	0.97745702436754
ACSM5	0.971281088811841	0.97745702436754
ANKS4B	0.971281088811841	0.97745702436754
CRYM	0.949591389048496	0.97745702436754
CRYM-AS1	0.924796249655454	0.97745702436754
SNX29P1	0.971281088811841	0.97745702436754
LOC102725125	0.826810233496775	0.97745702436754
LOC101927814	0.905744907327214	0.97745702436754
IGSF6	0.909131089822514	0.97745702436754
OTOA	0.928835171940017	0.97745702436754
EEF2K	0.802402208365953	0.97745702436754
CHP2	0.971281088811841	0.97745702436754
LOC101927875	0.971281088811841	0.97745702436754
TNRC6A	0.914460323212615	0.97745702436754
SLC5A11	0.822626831691012	0.97745702436754
LCMT1-AS2	0.943641208204136	0.97745702436754
AQP8	0.945465819585336	0.97745702436754
LOC100128079	0.971281088811841	0.97745702436754
ATP2A1	0.967358787438385	0.97745702436754
LOC100289092	0.96335345485661	0.97745702436754
LOC101928188	0.893755451182719	0.97745702436754
LOC102723708	0.916547318117354	0.97745702436754
LOC101929864	0.885892563479483	0.97745702436754
LOC388242	0.920829387967498	0.97745702436754
LOC101929849	0.78701540304598	0.97745702436754
LOC102725095	0.876482617210904	0.97745702436754
ZG16	0.946678932153585	0.97745702436754
CDIPT-AS1	0.802409265131428	0.97745702436754
SEZ6L2	0.918492345876895	0.97745702436754
ASPHD1	0.927864894256798	0.97745702436754
GeneID:102723572	0.816441682711281	0.97745702436754
SLX1A	0.777808819402807	0.97745702436754
LOC101928671	0.740156700044811	0.97745702436754
LOC101928707	0.788242638610945	0.97745702436754
ZNF768	0.746750440328837	0.97745702436754
SNORA30	0.971281088811841	0.97745702436754
MIR762	0.971281088811841	0.97745702436754
CTF1	0.951495286825089	0.97745702436754
LOC101928762	0.819502818804563	0.97745702436754
PRSS53	0.830332383337499	0.97745702436754
PRSS8	0.946793658593333	0.97745702436754
PRSS36	0.892956474418091	0.97745702436754
TRIM72	0.943446472108642	0.97745702436754
COX6A2	0.920553087735647	0.97745702436754
