Sample	seurat_clusters	nCells	nCellsPerCluster	percCellsPerSample	nCellsPerSample	CellFraction
LN4	12	51	3157	0.00811326757874642	6286	0.0161545771301869
LN4	13	70	3110	0.0111358574610245	6286	0.022508038585209
LN4	14	273	2547	0.0434298440979955	6286	0.10718492343934
LN4	15	20	1296	0.00318167356029271	6286	0.0154320987654321
LN4	16	27	1278	0.00429525930639516	6286	0.0211267605633803
LN4	17	16	178	0.00254533884823417	6286	0.0898876404494382
LN5	0	215	9289	0.0530995307483329	4049	0.0231456561524384
LN5	1	259	9241	0.0639664114596197	4049	0.0280272697759983
LN5	2	147	8270	0.0363052605581625	4049	0.0177750906892382
LN5	3	454	7215	0.11212645097555	4049	0.0629244629244629
LN5	4	103	6905	0.0254383798468758	4049	0.0149167270094135
LN5	5	766	5239	0.189182514201037	4049	0.146211108990265
LN5	6	154	4794	0.0380340824895036	4049	0.0321234876929495
LN5	7	160	4601	0.0395159298592245	4049	0.0347750489024125
LN5	8	149	4108	0.0367992096814028	4049	0.0362706913339825
LN5	9	202	3794	0.0498888614472709	4049	0.0532419609910385
LN5	10	344	3646	0.0849592491973327	4049	0.0943499725726824
LN5	11	42	3340	0.0103729315880464	4049	0.0125748502994012
LN5	12	131	3157	0.0323536675722401	4049	0.0414950902755781
LN5	13	595	3110	0.146949864163991	4049	0.191318327974277
LN5	14	87	2547	0.0214867868609533	4049	0.0341578327444052
LN5	15	136	1296	0.0335885403803408	4049	0.104938271604938
LN5	16	80	1278	0.0197579649296123	4049	0.0625978090766823
LN5	17	25	178	0.00617436404050383	4049	0.140449438202247
LN6	0	490	9289	0.0667211328976035	7344	0.052750565184627
LN6	1	623	9241	0.0848311546840959	7344	0.0674169462179418
LN6	2	1725	8270	0.234885620915033	7344	0.208585247883918
LN6	3	714	7215	0.0972222222222222	7344	0.098960498960499
LN6	4	484	6905	0.0659041394335512	7344	0.0700941346850109
LN6	5	530	5239	0.0721677559912854	7344	0.101164344340523
LN6	6	478	4794	0.0650871459694989	7344	0.0997079682937005
LN6	7	785	4601	0.106889978213508	7344	0.170615083677461
LN6	8	199	4108	0.0270969498910675	7344	0.0484420642648491
LN6	9	377	3794	0.0513344226579521	7344	0.099367422245651
LN6	10	146	3646	0.019880174291939	7344	0.0400438837081733
LN6	11	99	3340	0.0134803921568627	7344	0.0296407185628743
LN6	12	143	3157	0.0194716775599129	7344	0.0452961672473868
LN6	13	198	3110	0.0269607843137255	7344	0.0636655948553055
LN6	14	205	2547	0.0279139433551198	7344	0.0804868472712996
LN6	15	69	1296	0.00939542483660131	7344	0.0532407407407407
LN6	16	64	1278	0.00871459694989107	7344	0.0500782472613459
LN6	17	15	178	0.00204248366013072	7344	0.0842696629213483
LT1	0	965	9289	0.129356568364611	7460	0.103886317149316
LT1	1	1063	9241	0.142493297587131	7460	0.115030840818093
LT1	2	375	8270	0.0502680965147453	7460	0.0453446191051995
LT1	3	650	7215	0.0871313672922252	7460	0.0900900900900901
LT1	4	373	6905	0.05	7460	0.0540188269370022
LT1	5	473	5239	0.0634048257372654	7460	0.0902844054208818
LT1	6	399	4794	0.053485254691689	7460	0.0832290362953692
LT1	7	252	4601	0.0337801608579088	7460	0.0547707020212997
LT1	8	500	4108	0.0670241286863271	7460	0.121713729308666
LT1	9	325	3794	0.0435656836461126	7460	0.0856615709014233
LT1	10	92	3646	0.0123324396782842	7460	0.0252331321996709
LT1	11	619	3340	0.0829758713136729	7460	0.185329341317365
LT1	12	831	3157	0.111394101876676	7460	0.263224580297751
LT1	13	104	3110	0.013941018766756	7460	0.0334405144694534
LT1	14	165	2547	0.0221179624664879	7460	0.0647820965842167
LT1	15	135	1296	0.0180965147453083	7460	0.104166666666667
LT1	16	133	1278	0.017828418230563	7460	0.104068857589984
LT1	17	6	178	0.000804289544235925	7460	0.0337078651685393
LT2	0	1451	9289	0.165299612668034	8778	0.156206265475293
LT2	1	1000	9241	0.113921166552746	8778	0.108213396818526
LT2	2	690	8270	0.0786056049213944	8778	0.0834340991535671
LT2	3	878	7215	0.100022784233311	8778	0.121690921690922
LT2	4	571	6905	0.0650489861016177	8778	0.0826937002172339
LT2	5	326	5239	0.037138300296195	8778	0.0622256155754915
LT2	6	449	4794	0.0511506037821827	8778	0.0936587400917814
LT2	7	349	4601	0.0397584871269082	8778	0.0758530754183873
LT2	8	657	4108	0.0748462064251538	8778	0.159931840311587
LT2	9	253	3794	0.0288220551378446	8778	0.0666842382709541
LT2	10	156	3646	0.0177717019822283	8778	0.0427866154690071
LT2	11	857	3340	0.0976304397357029	8778	0.256586826347305
LT2	12	411	3157	0.0468215994531784	8778	0.130186886284447
LT2	13	86	3110	0.00979722032353611	8778	0.0276527331189711
LT2	14	246	2547	0.0280246069719754	8778	0.0965842167255595
LT2	15	191	1296	0.0217589428115744	8778	0.147376543209877
LT2	16	200	1278	0.0227842333105491	8778	0.156494522691706
LT2	17	7	178	0.000797448165869219	8778	0.0393258426966292
LT3	0	816	9289	0.117545375972342	6942	0.0878458391646033
LT3	1	808	9241	0.116392970325555	6942	0.0874364246293691
LT3	2	345	8270	0.0496974935177182	6942	0.0417170495767836
LT3	3	780	7215	0.112359550561798	6942	0.108108108108108
LT3	4	486	6905	0.0700086430423509	6942	0.0703837798696597
LT3	5	199	5239	0.0286660904638433	6942	0.0379843481580454
LT3	6	844	4794	0.121578795736099	6942	0.176053400083438
LT3	7	486	4601	0.0700086430423509	6942	0.105629211041078
LT3	8	460	4108	0.066263324690291	6942	0.111976630963973
LT3	9	294	3794	0.0423509075194468	6942	0.0774907749077491
LT3	10	40	3646	0.00576202823393835	6942	0.0109709270433352
LT3	11	431	3340	0.0620858542206857	6942	0.129041916167665
LT3	12	424	3157	0.0610774992797465	6942	0.134304719670573
LT3	13	56	3110	0.00806683952751368	6942	0.0180064308681672
LT3	14	134	2547	0.0193027945836935	6942	0.0526109148017275
LT3	15	119	1296	0.0171420339959666	6942	0.091820987654321
LT3	16	215	1278	0.0309709017574186	6942	0.168231611893584
LT3	17	5	178	0.000720253529242293	6942	0.0280898876404494
LT4	0	1422	9289	0.154952598888526	9177	0.153084293250081
LT4	1	1106	9241	0.120518688024409	9177	0.11968401688129
LT4	2	815	8270	0.088808978969162	9177	0.0985489721886336
LT4	3	651	7215	0.0709382151029748	9177	0.0902286902286902
LT4	4	1045	6905	0.113871635610766	9177	0.151339608979001
LT4	5	351	5239	0.0382477933965348	9177	0.0669975186104218
LT4	6	368	4794	0.0401002506265664	9177	0.0767626199415937
LT4	7	528	4601	0.0575351422033344	9177	0.114757661377961
LT4	8	630	4108	0.068649885583524	9177	0.153359298928919
LT4	9	699	3794	0.0761686825760052	9177	0.184238270954138
LT4	10	127	3646	0.0138389451890596	9177	0.0348326933625891
LT4	11	461	3340	0.0502342813555628	9177	0.138023952095808
LT4	12	495	3157	0.053939195815626	9177	0.156794425087108
LT4	13	17	3110	0.0018524572300316	9177	0.00546623794212219
LT4	14	280	2547	0.030511060259344	9177	0.10993325480958
LT4	15	80	1296	0.008717445788384	9177	0.0617283950617284
LT4	16	96	1278	0.0104609349460608	9177	0.0751173708920188
LT4	17	6	178	0.0006538084341288	9177	0.0337078651685393
LT5	0	209	9289	0.0732049036777583	2855	0.0224997308644633
LT5	1	387	9241	0.135551663747811	2855	0.0418785845687696
LT5	2	151	8270	0.0528896672504378	2855	0.0182587666263603
LT5	3	362	7215	0.126795096322242	2855	0.0501732501732502
LT5	4	156	6905	0.0546409807355517	2855	0.0225923244026068
LT5	5	82	5239	0.0287215411558669	2855	0.0156518419545715
LT5	6	157	4794	0.0549912434325744	2855	0.0327492699207343
LT5	7	77	4601	0.0269702276707531	2855	0.016735492284286
LT5	8	224	4108	0.0784588441330998	2855	0.0545277507302824
LT5	9	138	3794	0.0483362521891419	2855	0.0363732208750659
LT5	10	43	3646	0.015061295971979	2855	0.0117937465715853
LT5	11	228	3340	0.0798598949211909	2855	0.0682634730538922
LT5	12	255	3157	0.0893169877408056	2855	0.0807728856509344
LT5	13	62	3110	0.0217162872154116	2855	0.019935691318328
LT5	14	51	2547	0.0178633975481611	2855	0.0200235571260306
LT5	15	168	1296	0.0588441330998249	2855	0.12962962962963
LT5	16	97	1278	0.0339754816112084	2855	0.0758998435054773
LT5	17	8	178	0.00280210157618214	2855	0.0449438202247191
LT6	0	187	9289	0.0526315789473684	3553	0.0201313381418883
LT6	1	215	9241	0.0605122431747819	3553	0.0232658803159831
LT6	2	215	8270	0.0605122431747819	3553	0.0259975816203144
LT6	3	599	7215	0.168589924007881	3553	0.083021483021483
LT6	4	98	6905	0.0275823247959471	3553	0.0141926140477915
LT6	5	116	5239	0.0326484660849986	3553	0.0221416300820767
LT6	6	150	4794	0.0422178440754292	3553	0.0312891113892365
LT6	7	65	4601	0.0182943990993527	3553	0.0141273636166051
LT6	8	704	4108	0.198142414860681	3553	0.171372930866602
LT6	9	199	3794	0.0560090064734028	3553	0.0524512387981023
LT6	10	15	3646	0.00422178440754292	3553	0.00411409764125069
LT6	11	198	3340	0.0557275541795666	3553	0.0592814371257485
LT6	12	190	3157	0.053475935828877	3553	0.0601837187203041
LT6	14	37	2547	0.0104137348719392	3553	0.0145268943855516
LT6	15	287	1296	0.0807768083309879	3553	0.221450617283951
LT6	16	241	1278	0.0678300028145229	3553	0.188575899843505
LT6	17	37	178	0.0104137348719392	3553	0.207865168539326
